This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Thu Jul 03 11:01:18 2025

"TIC ID","TOI","CTOI","Master priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","View all TFOPWG Disposition","TESS mag","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM Dec (mas/yr)","Transit Epoch (BJD)","Period (days)","Duration (hours)","Depth (mmag)","Depth (ppm)","Planet Radius (R_Earth)","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Teff (K)","Stellar log(g) (cm/s2)","Stellar Radius (R_Sun)","Stellar Metallicity","Stellar Mass (M_Sun)","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"150428703","1225.02","","1","1","1","3","4","4","1.2","17.8","5.99","4","1","3","PC","PC","1225.02","11.7582","2","spoc-s01-s69-b0A-PC","SPOC","97.166308","-64.596432","-19.835","5.896","2458414.548052","8.12131015476","3.1040945386524","0.645819","594.64437454023","2.3157185885077","107.20894101325","820.68689988999","10.414372","252.615","5522.87","4.67156","0.88816297054291","-0.0112057","0.97","4,5,6,7,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,62,63,64,65,67,68","potential multi; low MES","2021-07-19","2024-04-24","2024-04-30"
"177115354","1226.01","","1","4","1","3","4","4","2","21.4","6.04","5","1","1","PC","PC","1226.01","11.5514","1","spoc-s01-s69-b0A-PC","SPOC","103.754836","-69.867129","-8.818","-3.172","2458438.458273","3.9287850567644","1.8165270799052","0.52777","485.97625690403","2.3292789975309","376.46129368774","1123.4398688761","14.046988","257.93","5668.15","4.52573","0.9869430065155","0.128964","1.01","5,6,7,8,10,13,27,28,29,30,32,33,35,36,37,38,39,61,62,63,65,66,67,68,69","L1 candidate","2019-08-26","2024-09-06","2024-10-01"
"360156606","1227.01","","3","4","3","4","4","4","0.6","52.3","34.17","13","0","4","CP","CP","1227.01","13.802","1","spoc-s01-s65-b0A-CP","SPOC","186.767363","-72.45185","-40.266","-10.642","2458617.479256","27.361377836843","4.058641821632","22.700268","20690.668429399","6.4522448554385","0.83455554763411","243.77185473897","13.578523","100.641","3050","4.438","0.44128000736237","","0.437175","11,12,38,64,65","TOI-1227 b","2019-08-26","2024-02-14","2024-02-17"
"300038935","1228.01","","2","2","2","4","4","4","1","18.9","8.47","0","3","1","CP","CP","1228.01","9.0963","1","qlp-s68-ffi","SPOC","107.843685","-68.83334","-0.918","35.033","2460178.461991","29.0497517","7.117","0.345319","318","2.84674","257.066","1115","25","272.217","8208","4.25979","1.8","","2.13","1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,38,39,61,62,63,64,65,66,67,68","HD 56414 b","2019-08-26","2023-11-15","2023-12-08"
"140760434","1229.01","","5","5","5","3","5","5","26.4","71.9","317","0","14","1","PC","APC","1229.01","10.779","1","spoc-s01-s36-b0A","SPOC/QLP","74.130396","-74.920333","9.26","26.132","2459970.491644","31.813226412924","11.256716400931","12.535663","11479.375546983","21.631498378804","48.437572446845","672.84548409292","215.36266","254.584","6028.84","3.96199","1.9889299869537","0.0445224","","11,12,13,28,29,30,31,32,33,34,35,36,61","TFOP APC/SB1","2019-08-26","2023-07-12","2023-07-12"
"287156968","1230.01","","2","2","2","4","4","4","2","34.5","10.59","1","3","1","PC","CP","1230.01","9.6245","1","spoc-s01-s65-b0A-CP","SPOC/QLP","118.129594","-83.825063","20.314","-77.04","2458620.316686","25.057131232885","7.5424224831174","0.57938","533.48601304404","3.2396838353172","53.138928902983","688.60940286361","17.519485","143.138","5696","4.26563","1.1528099775314","","1.14","11,12,13,27,38,39,65,66,67","TFOP VPC","2019-08-26","2024-02-14","2024-02-17"
"447061717","1231.01","","2","5","2","4","4","4","2.5","134.5","14.39","8","2","5","CP","CP","1231.01","10.2565","1","spoc-s01-s65-b0A-CP","QLP","156.74726","-52.467872","-89.046","361.603","2458563.890468","24.245496692","3.3725582963594","6.818804","6260.670360233","3.8785680034106","0.05273003483386","122.2177443508","60.598125","27.6227","3535","4.84874","0.46527099609375","","0.462709","9,10,36,37,63","TOI-1231 b","2019-08-26","2024-09-17","2024-10-01"
"364395234","1232.01","TIC 364395234.01","3","4","3","3","4","4","13.6","71","80.81","15","0","1","PC","PC","1232.01","11.7835","1","spoc-s01-s69-b0A-PC","SPOC/QLP","116.501399","-61.879794","-2.334","26.14","2458544.021225","14.254562319116","4.7250028791628","8.611041","7899.6939555252","10.704823411406","90.065858486973","785.70550824619","46.428394","328.604","5739","4.28235","1.0959700345993","","1.05","1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36,37,38,61,62,63,64,67,68,69","","2019-08-26","2024-02-23","2024-03-03"
"260647166","1233.01","","1","5","1","4","4","4","4.4","77.3","7.4","34","6","5","CP","CP","1233.01","8.6522","1","spoc-s01-s39-b0A-CP","SPOC","186.574063","-51.363052","-70.434","-49.865","2459308.481159","14.175894725449","3.7543826801899","0.985354","907.13245287357","2.6231641315445","53.879509528625","690.99619827132","15.42892","64.5978","5723.87","4.438","0.86417299509048","","1.02","10,11,37","HD 108236 d / TOI-1233.01","2019-08-26","2022-03-30","2024-07-03"
"260647166","1233.02","","1","5","1","4","4","4","4.3","84.1","9.31","34","6","5","CP","CP","1233.02","8.6522","2","spoc-s01-s39-b0A-CP","SPOC","186.574063","-51.363052","-70.434","-49.865","2459311.402774","19.590157809239","4.0028609697146","1.284825","1182.6678641338","3.0026428099737","35.003141754605","620.36388386003","19.270168","64.5978","5723.87","4.438","0.86417299509048","","1.02","10,11,37","HD 108236 e/TOI 1233.02","2019-08-26","2022-03-30","2024-07-03"
"260647166","1233.03","","1","5","1","4","4","4","5.1","74.2","4.89","34","6","5","CP","CP","1233.03","8.6522","3","spoc-s01-s39-b0A-CP","SPOC","186.574063","-51.363052","-70.434","-49.865","2459310.632995","6.2036218855347","3.0109800105516","0.596129","548.90443993467","2.0567480244962","162.16750942577","910.14525924034","18.416348","64.5978","5723.87","4.438","0.86417299509048","","1.02","10,11,37","HD 108236 c / TOI 1233.03","2019-08-26","2022-03-30","2024-07-03"
"260647166","1233.04","","1","5","1","4","4","4","4","60.7","3.03","34","6","5","CP","CP","1233.04","8.6522","4","spoc-s01-s39-b0A-CP","SPOC","186.574063","-51.363052","-70.434","-49.865","2458572.107559","3.7958899708437","2.4602856483226","0.344806","317.52729283048","1.5531349887819","312.1807495498","1072.0653989398","10.611289","64.5978","5723.87","4.438","0.86417299509048","","1.02","10,11,37","HD 108236 b / 1233.04","2019-08-26","2022-03-30","2022-12-14"
"90504905","1234.01","","5","5","5","5","5","5","19.8","103.2","23.63","8","0","5","PC","FP","1234.01","13.7991","1","spoc-s14-b02","SPOC","290.57223","26.319493","-29.235","-14.449","2458685.613152","2.264538611452","3.8193701401258","16.431406","15019.942090293","5.1936763580668","34.187389707714","616.71744754033","7.442371","104.912","3443","4.81617","0.411471","","0.404369","14,40","Period may be at another multiple","2019-10-17","2022-03-28","2023-09-08"
"103633434","1235.01","","1","4","1","4","4","4","7.2","77","4.68","5","6","10","CP","CP","1235.01","9.91924","1","qlp-s74-ffi","SPOC","152.218255","69.27662","196.631","17.369","2460333.631473","3.4447015","1.912","0.86459","796","2.00495","231.437","1086","24","39.6345","3912","4.62642","0.63","","0.611578","14,20,21,40,41,47,60,74","TOI-1235 b","2019-10-17","2024-04-01","2024-04-05"
"120757718","1236.01","","5","5","5","5","5","5","111.4","301.9","108.82","0","0","0","KP","KP","1236.01","11.0248","1","spoc-s14-s55-b0A-KP","SPOC","286.040876","36.632536","-32.207","-20.401","2459422.690639","3.0300714582668","2.5466671376467","23.924875","21794.613695628","12.752989173481","318.45818584778","1077.4145935397","327.5781","159.658","5242.82","4.52404","0.85736900568008","0.0414032","0.896","14,40,41,53,54","TrES-1 b","2019-10-17","2023-03-15","2023-03-24"
"120960812","1237.01","","5","5","5","5","5","5","4.6","35.5","21.8","0","130","6","KP","KP","1237.01","10.2768","1","qlp-s54-ffi","SPOC","286.638391","39.487904","-0.455","6.169","2459781.665928","12.72038","2.401","1.16236","1070","4.96046","41.1042","705","13","243.249","6212","4.17664","1.48","-0.01","1.196","14,40,41,53,54","Kepler-25 c","2019-10-17","2022-10-05","2022-12-14"
"120960812","1237.02","","5","5","5","5","5","5","2.6","25.8","9.15","0","130","6","KP","KP","1237.02","10.2768","2","spoc-s14-s55-b0A-KP","SPOC","286.638391","39.487904","-0.455","6.169","2458685.409943","6.2387550133455","3.6178567252982","0.405672","373.56811384683","2.9728283438762","587.1290759476","1255.4607698713","9.259248","243.249","6212","4.17664","1.4776799678802","-0.01","1.196","14,40,41,53,54","Kepler-25 b","2022-06-02","2023-03-15","2023-03-24"
"153951307","1238.01","","2","4","2","4","4","4","5.8","53.7","6.24","4","2","8","PC","PC","1238.01","11.2582","1","qlp-s49-tois","SPOC/QLP","201.382339","68.836068","-4.963","-45.922","2459659.536902","3.2947591","1.655","1.434119","1320","2.36106","44.5658","719","21","70.7145","3853","4.63168","0.62","","0.606665","14,15,21,22,41,49","potential multi","2019-10-17","2022-07-13","2022-12-14"
"153951307","1238.02","","2","4","2","4","4","4","5.2","6.3","2.37","4","2","8","PC","PC","1238.02","11.2582","2","qlp-s49-tois","SPOC","201.382339","68.836068","-4.963","-45.922","2459662.769331","0.7645787","1.08","0.412658","380","1.33541","398.218","1244","9","70.7145","3853","4.63168","0.62","","0.606665","14,15,21,22,41,49","TOI 1238 c","2019-11-15","2022-08-19","2022-12-14"
"154716798","1239.01","","2","2","2","4","4","4","6.1","65.1","19.25","8","5","3","CP","CP","1239.01","10.7192","1","spoc-s14-s60-b0A-CP","SPOC","158.011286","84.030377","-26.182","2.141","2459604.095801","12.639698180911","3.3830701609386","3.580882","3292.6812863759","4.6025162442062","39.656397652974","640.02666011425","27.144175","126.903","5217","4.59186","0.78942501544952","","0.888","14,20,26,40,47,53,59","TOI 1239 b (Giacalone+2021)","2019-10-17","2023-06-13","2023-06-16"
"158170594","1240.01","","5","5","5","5","5","5","26.1","57.3","119.35","0","3","1","KP","KP","1240.01","13.8046","1","spoc-s14-s55-b0A-KP","SPOC","286.110305","43.680961","-1.691","7.017","2459421.32991","1.7208554509494","1.8346409147423","10.927651","10014.258740094","13.464631410049","2259.3896675813","1758.3994294139","34.395763","1086.24","5832.83","4.20893","1.3340200185776","0.371","1.05","14,26,40,41,53,55","Kepler-412 b","2019-10-17","2023-03-15","2023-03-24"
"159107668","1241.01","","3","4","3","4","4","4","8.3","28.5","45.27","5","33","21","PC","PC","1241.01","11.1634","1","spoc-s14-s41-b0A-PC","SPOC","289.73973","44.647347","2.831","-10.813","2459421.236112","4.7802596947792","1.4588657711857","1.103076","1015.4550042555","7.6126429295816","1770.0151344265","1654.2989516009","14.010956","546.522","5826","3.7213","2.3387200832367","0.12","1.05","14,15,40,41","matched to KOI 5.01 (Kepler PC); triple star system","2019-10-17","2022-02-15","2022-12-14"
"198212955","1242.01","","1","4","1","4","4","4","12","63.6","4.93","10","4","6","PC","PC","1242.01","11.598","1","qlp-s49-tois","SPOC","248.553295","60.195927","1.525","-39.808","2459664.126568","0.3814849","0.565","0.619046","570","2.0605","931.396","1539","27","110.015","4255","4.55641","0.71","","0.665","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,48,49","Possible L1 candidate; very short period","2019-10-17","2022-08-19","2023-08-17"
"219698776","1243.01","","2","4","2","4","4","4","4.6","67.2","5.47","10","2","7","PC","PC","1243.01","11.1966","1","spoc-s14-s60-b0A-PC","SPOC","135.732641","71.636416","-100.404","-142.946","2459598.143164","4.6595169226881","0.9011820686551","1.874698","1725.1706258988","2.1961507274823","17.26640380949","519.90048545208","14.432014","43.1865","3489","4.74553","0.49072900414467","","0.488819","14,20,40,47,53,60","L1 candidate","2019-10-17","2023-05-25","2023-06-16"
"219850915","1244.01","","1","5","1","4","4","4","2.7","36.2","5.8","5","10","7","PC","CP","1244.01","11.0157","1","spoc-s14-s55-b0A-PC","SPOC","256.279559","69.519093","-56.411","-66.5","2459913.810947","6.4002807482418","2.1559874735399","1.115191","1026.6018729023","2.2730301040928","56.436879700392","699.05363470217","28.111683","102.551","4599","4.58487","0.72055101394653","","0.728","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,59","L1 candidate","2019-10-17","2023-03-16","2025-04-20"
"229781583","1245.01","","1","1","1","4","4","4","3.2","42","6.31","8","2","5","PC","PC","1245.01","12.1819","1","qlp-s52-tois","SPOC","283.53553","69.633534","-9.435","54.067","2459764.329317","4.8204512","1.756","2.097496","1930","2.36747","17.8782","572","20","80.0982","3692","4.71598","0.52","","0.521792","14,15,16,17,18,19,20,21,22,23,25,26,40,41,47,48,49,50,51,52","Potential L1 candidate","2019-10-17","2022-10-04","2022-12-14"
"230127302","1246.01","","1","2","1","4","4","4","2.9","39.3","17.74","10","16","6","CP","CP","1246.01","11.1802","1","spoc-s14-s55-b0A-CP","SPOC","251.11587","70.429992","-48.024","81.928","2459733.643821","18.654882881017","5.4431450991765","1.624874","1495.4449472818","4.3869877505738","27.832077008609","585.80915416446","23.855204","169.422","5141","4.49143","0.8761540055275","","0.868","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55","TOI-1246 d","2019-10-17","2023-02-23","2023-02-25"
"230127302","1246.02","","1","2","1","4","4","4","5.5","48.9","10.83","10","16","6","CP","CP","1246.02","11.1802","2","spoc-s14-s60-b0A-CP","SPOC","251.11587","70.429992","-48.024","81.928","2459737.587215","4.3074513248435","2.3379195754737","1.189361","1094.8419495346","3.2819879282482","196.47553578503","954.87576287857","35.282627","169.422","5141","4.49143","0.8761540055275","","0.868","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60","TOI-1246 b; confirmed multi","2019-10-17","2023-06-13","2023-06-16"
"230127302","1246.03","","1","2","1","4","4","4","2.4","29.6","6.58","10","16","6","CP","CP","1246.03","11.1802","3","spoc-s14-s60-b0A-CP","SPOC","251.11587","70.429992","-48.024","81.928","2459740.304262","5.9041278420492","2.7678312759758","0.840606","773.92664681174","2.448945352867","129.04107812068","859.61056649846","23.98417","169.422","5141","4.49143","0.8761540055275","","0.868","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60","TOI-1246 c","2019-11-15","2023-06-13","2023-06-16"
"230127302","1246.04","TIC 230127302.04","2","2","2","4","4","4","0.7","23.3","10.61","10","16","6","CP","CP","1246.04","11.1802","4","spoc-s14-s60-b0A-CP","SPOC","251.11587","70.429992","-48.024","81.928","2458700.697302","37.925198336538","3.5345219475186","1.489336","1370.7888538577","3.2416429594035","10.806834623881","462.42826963209","16.44205","169.422","5141","4.49143","0.8761540055275","","0.868","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60","TOI-1246 e/.04","2020-07-16","2023-06-13","2023-06-16"
"232540264","1247.01","","2","5","2","4","4","4","2.4","44.6","5.38","2","24","3","PC","CP","1247.01","8.4724","1","qlp-s74-ffi","SPOC","227.867864","71.841296","-189.064","80.263","2460311.844914","15.9234883","4.021","0.5354","493","2.18203","48.5414","735","32","73.8713","5711.85","4.38315","1.08","-0.19","1.02","14,15,16,20,21,22,26,40,41,47,49,53,56,60,74","L1 candidate; other possible unrelated transits in LC","2019-10-17","2024-04-01","2025-04-20"
"232612416","1248.01","","3","5","3","4","4","4","25.1","115.4","38.83","12","10","5","PC","CP","1248.01","11.1153","1","spoc-s14-s60-b0A-PC","SPOC/QLP","259.023592","63.105607","-2.867","-81.029","2458687.1215","4.3601536306914","2.3408909040127","6.088794","5592.2909182989","6.9564257640935","202.07389935008","961.60631128296","213.11763","168.735","5227","4.50479","0.87413102388382","","0.891","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,58,59","","2019-10-17","2024-11-14","2025-04-20"
"232976128","1249.01","","1","5","1","4","4","4","3.1","41","10.67","0","15","5","PC","CP","1249.01","10.2108","1","qlp-s75-ffi","SPOC","200.561576","66.308533","-14.785","-46.313","2460342.349121","13.0791581","2.97","1.241706","1143","3.25485","48.6058","735","20","139.49","5453","4.41707","1","","0.952","14,15,21,22,41,48,49,75","L1 candidate","2019-10-17","2024-05-15","2025-04-20"
"233059608","1250.01","","5","5","5","5","5","5","36.7","252.3","14.11","2","4","2","V","FA","1250.01","6.895","1","spoc-s14-b02","SPOC","269.807391","64.142644","16.484","15.481","2458683.642967","1.4415044165844","0.92745238098443","0.594405","547.31727362958","3.8345208890003","5519.1844999809","2198.3076824187","7.2832127","66.3631","6603","4.438","1.58365","","1.38","14","Nearby bright star","2019-10-17","2023-05-10","2023-05-10"
"233120979","1251.01","","3","5","3","4","4","4","45.9","183.9","73.36","11","19","4","PC","APC","1251.01","10.6479","1","qlp-s52-tois","SPOC/QLP","273.529238","62.858243","-17.9","-3","2459759.178675","5.9630544","2.951","12.009271","11000","10.0859","112.667","","298","185.952","5273","4.438","0.94","","","14,15,16,18,19,20,21,22,23,24,25,26,40,41,48,49,51,52","","2019-10-17","2022-10-04","2022-12-14"
"233211762","1252.01","","3","4","3","4","4","4","24.9","110.5","15.14","16","3","2","PC","PC","1252.01","12.0623","1","spoc-s14-s55-b0A-PC","SPOC","266.686079","70.784502","-10.63","26.99","2459662.042876","1.1219714950878","0.82261210735101","4.349086","3997.6445916028","3.9968416621079","1132.4612950332","1479.5361861534","64.59633","123.8346","5780","4.67672","0.6240000128746","","0.674","14,15,16,17,18,19,21,22,24,25,26,41,47,48,49,51,52,53,54,55","V-shaped; variable host star; possibly synchronized","2019-10-17","2023-03-14","2023-03-24"
"233684822","1253.01","","5","5","5","5","5","5","7.6","45.3","15.37","4","10","4","O","FP","1253.01","9.89947","1","qlp-s74-ffi","SPOC/QLP","260.902889","64.862363","-30.786","29.555","2460350.041682","4.6756797","1.95","0.86133","793","4.02964","343.911","1199","26","185.23","5779","4.88162","1.45","","1","14,15,16,17,18,19,21,22,23,24,25,26,40,41,48,49,51,52,53,54,55,56,57,58,59,60,74","slightly evolved star; 2 stars in pixel; Retired as NPC on TIC 233684823","2019-10-17","2024-03-04","2024-03-16"
"236714379","1254.01","","3","4","3","4","4","4","47.6","149.9","35.4","6","6","6","PC","APC","1254.01","10.794","1","spoc-s14-s60-b0A-PC","SPOC/QLP","239.201466","65.888838","-13.864","-39.587","2459716.011222","1.0180113900651","1.1353638932934","2.847218","2618.9492168263","6.5875996964439","2488.2014600317","1801.321093785","118.722534","199.039","5451","4.33923","1.093299984932","","0.952","14,15,16,17,18,20,21,22,23,24,40,41,47,48,49,50,51,53,54,55,56,57,58","V-shaped; possible odd-even; 2 stars in pixel; possible large-amplitude phase modulation at 2x orbital period","2019-10-17","2023-05-19","2024-11-11"
"237222864","1255.01","","1","5","1","4","4","4","4.9","69.5","7.86","1","27","6","CP","CP","1255.01","9.1416","1","qlp-s74-ffi","SPOC/QLP","296.24462","74.062858","18.618","28.014","2460337.877095","10.2888871","1.425","0.938482","864","2.73221","25.0029","622","44","65.9501","5126","4.49772","0.87","","0.86","14,15,16,17,19,20,21,22,23,24,25,26,40,41,47,49,50,51,52,53,54,55,56,57,58,59,60,73,74","HIP 97166 b / TOI 1255 b","2019-10-17","2024-04-01","2024-04-05"
"274762761","1256.01","","5","5","5","5","5","5","71.9","527.7","15.73","1","1","3","PC","FP","1256.01","13.5608","1","spoc","SPOC","301.346363","38.228325","-213.45","-576.64","2458683.947476","1.0332441138341","3.8017836345051","28.726915","26111.508197215","4.0879880194072","16.777879139922","516.1833774925","8.785042","","2972","5.15741","0.156193","","0.12784","14,15","TFOP FP","2019-10-17","2019-10-17","2022-12-14"
"278348461","1257.01","","5","5","5","5","5","5","69.8","88.1","317","0","0","1","KP","KP","1257.01","9.87463","1","qlp-s55-ffi","SPOC","303.195436","18.104778","16.395","-12.938","2459820.977365","5.4526479","3.401","8.447231","7750","14.5502","433.78","1271","147","249.325","6509","4.17233","1.57","0.08","1.336","14,41,54,55","HAT-P-34 b","2019-10-17","2022-10-04","2022-12-14"
"288132261","1258.01","","2","2","2","3","4","4","4.7","46.8","12.73","2","13","2","PC","PC","1258.01","9.13619","1","qlp-s74-ffi","SPOC","209.484313","79.583322","-30.956","30.681","2460333.648786","10.2613397","4.855","0.788531","726","3.60391","372.358","1152","37","154.944","6124","4.15391","1.49","","1.157","14,20,21,26,40,41,47,48,53,60,73,74","possible depth-aperture correlation","2019-10-17","2024-04-01","2024-04-05"
"288735205","1259.01","","3","5","3","4","4","4","116","315.5","105.95","7","1","2","CP","CP","1259.01","11.1534","1","spoc-s14-s60-b0A-CP","SPOC","282.100166","79.256476","-5.658","100.203","2459764.874089","3.4779776284693","2.5103488748964","29.742106","27021.693242358","12.554192545009","153.13889711481","897.20384960051","902.9762","118.106","4699","4.54638","0.76500099897385","","0.751","14,17,18,19,20,21,24,25,26,40,41,47,48,50,51,52,53,54,55,58,59,60","TOI-1259 A b","2019-10-17","2023-06-13","2023-06-16"
"355867695","1260.01","","2","5","2","4","4","4","7.6","64.4","7.19","7","2","6","CP","CP","1260.01","10.8116","1","spoc-s14-s50-b0A-PC","SPOC","157.144071","65.854199","-177.236","-81.772","2459634.760516","3.1274634458907","1.9812694644394","1.446987","1331.8369299824","2.5802895659067","103.26759982068","813.03786165427","17.032537","73.5977","4225","4.5756","0.69343101978302","","0.66","14,21,41,47,48","TOI-1260 b / TOI-1260.01","2019-10-17","2022-11-09","2022-12-14"
"355867695","1260.02","","2","5","2","4","4","4","4.2","53.7","8.13","7","2","6","CP","CP","1260.02","10.8116","2","spoc-s14-s50-b0A-CP","SPOC","157.144071","65.854199","-177.236","-81.772","2458686.119718","7.4931613332368","1.933929506822","1.793648","1650.6470496648","2.7733673521853","32.210709795717","607.60287944519","15.933478","73.5977","4225","4.5756","0.69343101978302","","0.66","14,21,41,47,48","TOI-1260 c / TOI 1260.02","2019-10-17","2022-11-09","2022-12-14"
"355867695","1260.03","TIC 355867695.03","3","5","3","4","4","4","0.7","43.5","14.09","7","2","6","PC","CP","1260.03","10.8116","3","spoc-s14-s50-b0A-PC","SPOC","157.144071","65.854199","-177.236","-81.772","2458879.323459","49.825165964839","3.8714976382464","2.238278","2059.4069036827","3.8319134922927","2.5760565998612","323.11610112876","10.817838","73.5977","4225","4.5756","0.69343101978302","","0.66","14,21,41,47,48","now have period for 1260.03; P. ~ 49.8 days","2022-02-28","2022-11-09","2022-12-14"
"356311210","1261.01","","1","1","3","4","4","4","2.7","38","13.95","4","3","10","PC","PC","1261.01","10.6965","1","spoc-s14-s60-b0A","SPOC","268.016064","53.730699","-4.385","18.216","2459628.771413","18.057401608272","3.5921769642066","1.301554","1198.0572128166","3.809266251749","58.125040341556","704.22358590166","19.749617","199.964","5897","4.45922","1.0099999904633","","1.071","14,17,18,20,21,24,25,26,40,41,47,48,50,51,52,53,54,55,56,57,58,59,60","potential L1 planet; variable star","2019-10-17","2023-05-25","2023-06-16"
"365938305","1262.01","","2","5","2","3","4","4","1.3","31.9","5.31","0","5","2","PC","PC","1262.01","9.5966","1","qlp-s74-ffi","SPOC/QLP","180.726502","74.061009","-168.724","-29.722","2460322.358008","20.8774413","3.562","0.837425","771","2.16145","17.8402","572","21","93.2276","5396","4.50457","0.9","","0.94","14,20,21,40,41,47,48,60,74","","2019-10-17","2024-04-01","2024-04-05"
"406672232","1263.01","","3","4","3","4","4","4","10.3","15.5","2.73","2","7","5","PC","PC","1263.01","8.5325","1","qlp-s82-ffi","SPOC","309.353641","22.654366","54.072","-57.845","2460557.928454","1.0214555","1.252","0.346405","319","1.46266","733.19","1449","27","46.5539","5098","4.54682","0.82","","0.86","14,41,55,81,82","L1 candidate","2019-10-17","2024-11-04","2024-11-08"
"416195870","1264.01","","3","3","3","4","4","4","55.3","183.6","47.99","12","3","6","PC","PC","1264.01","10.634","1","qlp-s52-tois","SPOC/QLP","287.242092","57.344126","12.159","-13.194","2459765.819264","2.7441672","1.418","6.151805","5650","7.84317","172.233","1009","190","141.755","5040","4.38482","0.97","","0.84","14,15,16,17,19,20,22,23,25,26,40,41,47,49,50,52","2 stars in pixel","2019-10-17","2022-10-04","2022-12-14"
"424865156","1265.01","","5","5","5","5","5","5","121.5","148.7","317","0","1","3","KP","KP","1265.01","10.0274","1","qlp-s82-ffi","SPOC","292.24719","47.969543","-18.281","8.91","2460558.800568","2.2047452","3.996","7.486934","6872","17.9781","7992.22","2634","273","341.079","6532.23","3.96818","1.99","0.232601","1.347","14,15,40,41,54,55,74,75,81,82","HAT-P-7 b/Kepler-2 b","2019-10-17","2024-11-13","2024-12-13"
"467179528","1266.01","","1","5","1","4","4","4","2.6","74.1","6.67","8","3","7","CP","CP","1266.01","11.0402","1","spoc-s14-s50-b0A-CP","SPOC/QLP","197.996583","65.833697","-150.652","-25.368","2459649.751299","10.894842098174","2.0719393955461","3.445492","3168.385358398","2.4691413989951","5.5137470930841","390.82421119873","37.82544","36.0118","3618","4.79432","0.43566599488258","","0.431082","14,15,21,22,41,48,49","TOI-1266 b / TOI 1266.01","2019-10-17","2022-11-09","2022-12-14"
"467179528","1266.02","","2","5","2","4","4","4","0.7","44.3","4.32","8","3","7","CP","CP","1266.02","11.0402","2","spoc-s14-s50-b0A-CP","SPOC","197.996583","65.833697","-150.652","-25.368","2459630.046434","18.80161110998","1.9093524102518","1.832953","1686.7881033264","1.9112282268809","2.6636756551691","325.82926214187","15.856179","36.0118","3618","4.79432","0.43566599488258","","0.431082","14,15,21,22,41,48,49","TOI-1266 c / TOI 1266.02","2019-11-15","2022-11-09","2022-12-14"
"158561566","1267.01","","5","5","5","5","5","5","9.2","35.1","69","0","11","40","KP","KP","1267.01","11.636","1","spoc-s14-s55-b0A-KP","SPOC","287.708814","47.33305","","","2459425.412816","6.7900981113413","6.0786576276485","2.345739","2158.1733567662","9.754848091183","477.52899790209","1192.2564671939","29.824783","","6378","4.438","2.0006799697876","0.07","","14,15,26,40,41,53,54,55","Kepler-14 b","2019-10-17","2023-03-15","2023-03-24"
"142394656","1268.01","","3","5","3","4","4","4","43.2","202.9","64.06","10","21","7","CP","CP","1268.01","10.1495","1","qlp-s75-ffi","SPOC/QLP","198.388583","62.30538","-66.989","-15.318","2460359.607231","8.157721","3.788","11.211455","10273","9.31888","91.0972","860","238","109.557","5091.2","4.47","0.9","","0.87","15,21,22,41,48,49,75","TOI-1268 b / TOI-1268.01","2019-10-17","2024-05-07","2024-06-01"
"198241702","1269.01","","2","5","2","4","4","4","3","34.5","6.13","14","14","6","PC","CP","1269.01","10.9897","1","spoc-s14-s60-b0A-PC","SPOC","249.69664","64.559181","-40.011","107.858","2458686.60881","4.2529641406111","2.5733867096256","0.823936","758.58499902251","2.3483382880355","231.20340037807","994.53095192244","34.025505","172.138","5591","4.38111","0.84890598058701","","0.969","14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60","potential multi","2019-10-17","2024-09-06","2025-04-20"
