Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
TOI 6775.01,0.113,0.026,,0.71,,2978.0,1922.0,,0.594,1.035,12.4,772.86,5663.0,4.308,True,toi
TOI 6757.01,0.077,0.056,,1.29,,1863.0,2308.0,,3.5193,5.025,12.2,893.78,5620.0,4.079,True,toi
TOI 6744.01,0.208,0.041,,1.14,,3479.0,2131.0,,0.8675,1.457,12.4,1172.04,6470.0,4.089,True,toi
TOI 6794.01,0.045,0.029,,1.11,,1999.0,1528.0,,7.3099,6.439,11.2,945.78,6391.0,3.792,True,toi
TOI 6719.01,0.218,0.094,,1.27,,2232.0,1717.0,,2.1765,3.4404,11.2,559.08,5646.0,4.051,True,toi
TOI 6736.01,0.029,0.044,,1.04,,1505.0,1202.0,,2.9879,2.501,12.2,531.55,5315.0,4.435,True,toi
TOI 6991.01,0.303,0.092,,1.37,,2590.0,1648.0,,0.9902,1.405,12.2,755.33,5643.0,4.247,True,toi
TOI 6987.01,0.066,0.064,,1.6,,1743.0,1150.0,,4.6017,2.615,12.0,753.27,6233.0,4.246,True,toi
TOI 6900.01,0.0,0.001,,0.15,,694.0,534.0,,13.9223,3.0897,9.9,121.12,4468.0,4.548,True,toi
TOI 6905.01,0.0,0.0,,1.24,,374.0,288.0,,1083.5576,8.3501,9.5,445.9,6002.0,3.68,True,toi
TOI 6904.01,0.0,0.001,,0.26,,543.0,418.0,,16.8267,2.4104,9.4,80.81,3944.0,4.627,True,toi
TOI 6966.01,0.014,0.007,,0.26,,2180.0,1677.0,,2.166,1.5926,9.6,216.41,6195.0,4.281,True,toi
TOI 7018.01,0.001,0.032,,1.6,,818.0,688.0,,20.3159,5.276,11.8,473.16,5725.0,4.529,True,toi
TOI 6925.01,0.0,0.021,,1.24,,696.0,553.0,,5.9785,2.481,12.7,324.63,3674.0,4.663,True,toi
TOI 7003.01,0.053,0.154,,1.24,,1169.0,733.0,,0.7331,0.559,11.9,155.97,3326.0,4.772,True,toi
TOI 7021.01,0.0,0.006,,0.94,,772.0,638.0,,49.5355,8.483,11.3,541.02,6173.0,4.264,True,toi
TOI 6965.02,0.0,0.004,,0.14,,846.0,651.0,,28.0694,6.0394,5.5,31.17,6007.0,4.377,True,toi
TOI 6955.01,0.079,0.033,,1.05,,2365.0,1881.0,,5.1186,6.274,11.0,1020.81,6548.0,3.756,True,toi
TOI 6975.01,,,,,,,0.0,,2.1449,3.043,10.6,,,,True,toi
TOI 6950.01,0.007,0.043,,1.09,,1069.0,810.0,,2.0478,1.559,12.9,,3854.0,4.629,True,toi
TOI 6973.01,0.0,0.003,,0.28,,729.0,570.0,,31.6528,3.72,7.8,76.32,5626.0,4.438,True,toi
TOI 6909.01,0.001,0.014,,0.71,,861.0,663.0,,4.4285,2.4495,12.0,299.84,3893.0,4.585,True,toi
TOI 7030.01,0.002,0.005,,0.14,,1288.0,935.0,,2.5604,1.339,8.0,60.44,4679.0,4.544,True,toi
TOI 6944.01,0.0,0.003,,0.23,,820.0,726.0,,12.3028,3.596,9.5,121.76,5181.0,4.618,True,toi
TOI 6934.01,0.118,0.065,,1.23,,2069.0,1552.0,,2.8399,3.091,11.5,654.77,5954.0,4.133,True,toi
TOI 6926.01,0.016,0.024,,0.87,,1515.0,1220.0,,8.2864,5.859,10.9,549.61,5643.0,3.949,True,toi
TOI 7025.01,0.0,0.004,,1.05,,738.0,308.0,,66.9954,2.024,10.5,429.24,6078.0,4.137,True,toi
TOI 6930.01,0.01,0.027,,1.21,,1364.0,1032.0,,7.2219,2.116,12.0,672.36,6173.0,4.39,True,toi
TOI 6954.01,0.003,0.008,,0.33,,1298.0,930.0,,4.0208,2.017,10.2,190.04,5020.0,4.406,True,toi
TOI 6589.01,0.137,0.056,,1.58,,2409.0,1855.0,,3.059,3.696,12.5,1325.9,6821.0,4.105,True,toi
TOI 6552.01,0.104,0.062,,1.21,,2016.0,1551.0,,3.2706,4.0102,11.6,698.4,5993.0,4.109,True,toi
TOI 6571.01,0.001,0.005,,0.34,,1053.0,859.0,,11.5379,3.661,10.0,218.47,5835.0,4.453,True,toi
TOI 6573.01,0.015,0.017,,1.06,,1714.0,976.0,,8.1618,2.17,11.7,825.22,7238.0,4.246,True,toi
TOI 6563.01,0.512,0.2,,1.78,,2292.0,1763.0,,2.4053,3.3516,10.4,441.97,5476.0,3.888,True,toi
TOI 6564.01,0.484,0.303,,1.47,,1974.0,1519.0,,3.9854,4.5181,8.6,191.37,5904.0,4.001,True,toi
TOI 6593.01,0.002,0.013,,0.84,,1075.0,630.0,,8.4325,1.731,11.6,431.43,5300.0,4.412,True,toi
TOI 913.01,0.0,0.004,,0.22,,808.0,621.0,,11.0993,3.2464,8.3,65.18,4969.0,4.622,True,toi
TOI 6748.01,0.03,0.029,,1.07,,1726.0,1261.0,,4.5933,3.185,12.1,824.53,5988.0,4.181,True,toi
TOI 6819.01,0.006,0.012,,0.6,,1407.0,966.0,,8.5467,3.813,10.5,396.0,5558.0,4.03,True,toi
TOI 6755.01,0.007,0.031,,1.0,,1187.0,859.0,,5.7586,2.737,11.7,423.34,5090.0,4.38,True,toi
TOI 6784.01,0.115,0.052,,1.39,,2282.0,1861.0,,3.1539,4.023,12.3,1181.26,6610.0,4.118,True,toi
TOI 6769.01,0.026,0.039,,1.18,,1510.0,1162.0,,5.6859,4.185,11.8,673.26,5492.0,4.119,True,toi
TOI 6763.01,0.162,0.058,,1.55,,2584.0,1869.0,,2.4519,2.834,12.5,1285.43,7085.0,4.187,True,toi
TOI 6788.01,0.0,0.009,,1.11,,795.0,532.0,,24.0924,3.907,12.0,527.18,5388.0,4.362,True,toi
TOI 6758.01,0.0,0.001,,0.23,,540.0,440.0,,12.6137,2.533,9.6,72.94,3719.0,4.688,True,toi
TOI 6759.01,0.104,0.051,,0.91,,2132.0,1671.0,,1.3187,1.758,12.0,584.56,5764.0,4.46,True,toi
TOI 6733.01,0.147,0.051,,1.39,,2577.0,2067.0,,3.253,4.813,11.9,1196.73,6623.0,3.893,True,toi
TOI 6826.01,0.0,0.002,,0.19,,1007.0,879.0,,6.4375,2.572,10.9,232.9,5203.0,4.645,True,toi
TOI 6804.01,0.064,0.05,,1.16,,1855.0,1137.0,,3.7725,2.099,11.2,545.52,6170.0,4.232,True,toi
TOI 6801.01,0.365,0.475,,1.75,,1486.0,1162.0,,1.2245,1.091,10.3,143.35,4337.0,4.577,True,toi
TOI 6795.01,0.11,0.052,,1.13,,2125.0,1558.0,,2.125,2.897,11.9,689.29,5355.0,4.048,True,toi
TOI 6766.01,0.164,0.074,,1.22,,2166.0,1544.0,,2.2105,2.925,11.3,556.82,5421.0,4.014,True,toi
TOI 6742.01,0.011,0.015,,0.96,,1558.0,1157.0,,8.1679,4.797,12.2,1038.26,5859.0,3.982,True,toi
TOI 6817.01,0.01,0.011,,0.62,,1631.0,1037.0,,3.1998,1.816,12.2,652.95,5430.0,4.298,True,toi
TOI 6724.01,0.0,0.002,,0.37,,844.0,619.0,,42.8615,7.635,9.6,250.49,5703.0,4.035,True,toi
TOI 6820.01,0.003,0.004,,0.23,,1524.0,1261.0,,2.0142,1.854,11.5,321.3,5039.0,4.536,True,toi
TOI 6746.01,0.13,0.095,,1.15,,1706.0,1043.0,,1.2031,1.028,11.2,298.21,4204.0,4.288,True,toi
TOI 6776.01,0.004,0.042,,0.94,,944.0,633.0,,1.9519,1.056,11.8,198.55,3498.0,4.691,True,toi
TOI 6781.01,0.047,0.028,,1.06,,2035.0,1240.0,,2.7639,1.559,12.3,847.83,6155.0,4.245,True,toi
TOI 6809.01,0.003,0.036,,0.99,,963.0,740.0,,2.6856,1.744,12.3,295.34,3822.0,4.638,True,toi
TOI 6812.01,0.005,0.023,,1.17,,1228.0,809.0,,12.6357,3.717,11.5,640.61,5951.0,4.175,True,toi
TOI 6945.01,0.003,0.015,,1.02,,1208.0,1021.0,,14.8548,5.931,12.1,890.04,6397.0,4.258,True,toi
TOI 6968.01,0.027,0.017,,0.48,,1980.0,1523.0,,2.3475,2.8281,11.1,430.71,5924.0,4.31,True,toi
TOI 6912.01,0.002,0.005,,0.2,,1392.0,847.0,,7.6378,2.251,7.7,99.74,5924.0,4.239,True,toi
TOI 7027.01,0.025,0.016,,1.04,,1954.0,875.0,,4.2885,1.427,12.0,1008.39,5938.0,3.987,True,toi
TOI 7010.01,0.02,0.028,,1.01,,1555.0,973.0,,4.1976,1.971,11.9,583.76,5617.0,4.287,True,toi
TOI 6992.01,0.0,0.004,,0.36,,653.0,798.0,,15.139,2.71,9.1,82.71,4448.0,4.598,True,toi
TOI 6907.01,0.013,0.037,,0.97,,1298.0,999.0,,3.3795,2.7055,12.4,531.16,5203.0,4.577,True,toi
TOI 6920.01,0.019,0.023,,0.88,,1623.0,1125.0,,3.6688,2.151,12.2,684.51,5822.0,4.362,True,toi
TOI 7024.01,0.016,0.057,,1.08,,1172.0,818.0,,1.9639,1.467,12.1,270.87,3914.0,4.521,True,toi
TOI 7005.01,0.004,0.01,,0.8,,1366.0,756.0,,8.142,1.89,11.9,723.4,6089.0,4.289,True,toi
TOI 6918.01,0.005,0.017,,0.87,,1295.0,974.0,,14.2308,5.835,10.8,525.31,5788.0,3.957,True,toi
TOI 6914.01,0.018,0.08,,1.63,,1216.0,1249.0,,9.308,3.235,11.0,403.42,6076.0,4.41,True,toi
TOI 6972.01,0.051,0.044,,0.75,,1783.0,1451.0,,5.4809,4.908,9.5,297.45,5907.0,3.994,True,toi
TOI 7002.01,0.043,0.022,,1.08,,2179.0,1582.0,,4.9793,4.331,12.1,1260.84,6677.0,3.954,True,toi
TOI 6941.01,0.135,0.044,,1.42,,2641.0,1966.0,,2.9372,4.009,12.3,1353.76,6610.0,3.906,True,toi
TOI 6924.01,0.0,0.001,,0.82,,577.0,335.0,,91.9283,4.343,11.3,468.31,6118.0,4.393,True,toi
TOI 6916.01,0.098,0.061,,1.48,,2011.0,1520.0,,3.9156,3.72,12.0,954.15,6285.0,4.108,True,toi
TOI 6965.01,0.004,0.008,,0.12,,1418.0,1091.0,,5.9693,3.441,5.5,31.17,6007.0,4.377,True,toi
TOI 7028.01,0.006,0.008,,0.37,,1573.0,1281.0,,2.4596,2.168,11.8,427.13,5340.0,4.478,True,toi
TOI 6906.01,0.016,0.042,,1.06,,1322.0,1017.0,,3.477,2.5101,12.4,514.45,5226.0,4.538,True,toi
TOI 6896.01,0.0,0.003,,0.32,,909.0,699.0,,19.7358,4.9695,9.8,209.63,5985.0,4.45,True,toi
TOI 6901.01,0.0,0.003,,0.13,,1101.0,847.0,,3.2728,1.7034,9.0,79.62,4550.0,4.62,True,toi
TOI 6997.01,0.001,0.013,,0.92,,936.0,680.0,,16.1794,3.903,11.5,436.99,5576.0,4.374,True,toi
TOI 6947.01,0.067,0.063,,1.43,,1783.0,1389.0,,6.5202,4.73,11.2,720.41,6628.0,4.132,True,toi
TOI 6732.01,0.023,0.087,,1.08,,1147.0,880.0,,1.3003,1.341,12.0,234.67,3658.0,4.67,True,toi
TOI 6743.01,0.119,0.071,,1.67,,2057.0,1590.0,,5.9097,5.732,11.5,997.77,6508.0,3.903,True,toi
TOI 6796.01,0.019,0.023,,0.8,,1609.0,1312.0,,3.7871,3.257,12.0,614.05,5594.0,4.281,True,toi
TOI 6765.01,0.211,0.051,,1.73,,3241.0,1445.0,,2.7967,1.626,11.3,1324.29,7566.0,3.847,True,toi
TOI 6789.01,0.011,0.022,,0.71,,1432.0,1166.0,,4.2222,2.921,11.6,447.05,5590.0,4.42,True,toi
TOI 6821.01,0.003,0.009,,0.41,,1325.0,1036.0,,3.5357,2.148,11.3,322.15,5222.0,4.523,True,toi
TOI 6773.01,0.039,0.029,,0.94,,1844.0,1448.0,,3.2721,3.3,12.1,782.34,5668.0,4.154,True,toi
TOI 6772.01,0.024,0.02,,0.69,,1755.0,1359.0,,3.9405,3.78,11.2,539.82,5493.0,4.07,True,toi
TOI 6808.01,0.242,0.16,,1.85,,1948.0,1432.0,,3.0449,2.988,11.4,564.78,6026.0,4.222,True,toi
TOI 6816.01,0.009,0.028,,1.23,,1290.0,1110.0,,10.9268,6.548,12.1,823.92,5808.0,4.124,True,toi
TOI 6824.01,0.014,0.042,,1.07,,1296.0,963.0,,5.4075,2.87,11.5,415.63,5417.0,4.387,True,toi
TOI 6747.01,0.067,0.016,,0.49,,2991.0,1567.0,,0.7026,0.733,11.2,476.69,5875.0,4.275,True,toi
TOI 6805.01,0.135,0.084,,1.04,,1861.0,1448.0,,1.0404,0.979,11.6,345.71,4750.0,4.454,True,toi
TOI 6723.01,0.027,0.037,,1.13,,1563.0,1202.0,,3.4852,3.0319,12.8,822.22,5728.0,4.425,True,toi
TOI 6761.01,0.086,0.066,,1.21,,1901.0,1902.0,,4.343,4.425,11.2,590.61,6594.0,4.246,True,toi
TOI 6813.01,0.001,0.003,,0.18,,1322.0,1150.0,,2.3557,1.866,10.5,179.83,4851.0,4.616,True,toi
TOI 6738.01,0.055,0.027,,0.82,,2150.0,1680.0,,3.6234,4.383,11.0,684.78,5815.0,3.879,True,toi
TOI 6791.01,0.0,0.009,,1.12,,915.0,441.0,,18.8224,1.76,11.9,578.88,5661.0,4.356,True,toi
TOI 6722.01,0.006,0.026,,0.82,,1188.0,914.0,,3.9613,2.5843,12.3,449.62,5221.0,4.647,True,toi
TOI 6785.01,0.002,0.011,,0.72,,1221.0,1075.0,,16.2502,7.487,11.1,601.74,6177.0,4.115,True,toi
TOI 6771.01,0.039,0.029,,1.05,,1937.0,1238.0,,6.8553,3.525,10.8,687.67,6847.0,4.024,True,toi
TOI 6783.01,0.0,0.02,,1.19,,577.0,444.0,,6.0368,1.984,12.3,161.56,3445.0,4.819,True,toi
TOI 6749.01,0.028,0.022,,1.08,,1959.0,1390.0,,8.6121,4.155,11.6,1036.48,7929.0,4.163,True,toi
TOI 6728.01,0.002,0.004,,0.4,,1388.0,768.0,,24.9637,5.444,8.7,337.67,6388.0,3.713,True,toi
TOI 6790.01,0.042,0.058,,1.46,,1578.0,1156.0,,6.103,3.689,11.7,691.42,6057.0,4.195,True,toi
TOI 6729.01,0.004,0.004,,0.2,,1712.0,1295.0,,7.8375,4.754,8.4,186.38,6290.0,3.987,True,toi
TOI 6806.01,0.0,0.035,,1.41,,603.0,476.0,,23.2491,3.914,9.6,127.82,4849.0,4.653,True,toi
TOI 6827.01,,,,1.0,,,1506.0,,4.4738,6.406,10.6,684.32,4943.0,,True,toi
TOI 6825.01,0.0,0.004,,0.37,,923.0,776.0,,16.4547,4.517,10.5,280.4,5826.0,4.475,True,toi
TOI 6753.01,0.231,0.062,,1.09,,2744.0,2153.0,,1.017,2.353,12.2,802.86,5616.0,4.122,True,toi
TOI 6936.01,0.0,0.003,,0.36,,694.0,486.0,,10.2986,2.022,10.4,134.94,4202.0,4.607,True,toi
TOI 6953.01,0.121,0.026,,0.78,,3198.0,1854.0,,0.8205,1.171,11.9,865.04,5957.0,4.096,True,toi
TOI 7008.01,0.042,0.017,,0.43,,2239.0,1783.0,,0.8407,1.489,11.7,410.47,5170.0,4.425,True,toi
TOI 7022.01,0.075,0.066,,1.44,,1754.0,1118.0,,2.8584,1.236,11.6,537.48,5537.0,4.273,True,toi
TOI 6993.01,0.097,0.021,,0.44,,3123.0,1780.0,,0.3696,0.446,11.1,342.12,5661.0,4.5,True,toi
TOI 6913.01,0.156,0.028,,0.51,,3809.0,2040.0,,0.5843,0.555,9.5,278.38,6871.0,4.282,True,toi
TOI 6899.01,0.002,0.003,,0.11,,1540.0,1185.0,,2.8626,2.6639,8.3,90.25,5503.0,4.487,True,toi
TOI 6974.01,0.006,0.017,,0.65,,1336.0,1050.0,,7.7518,3.975,10.6,360.74,5741.0,4.239,True,toi
TOI 7013.01,0.009,0.019,,0.68,,1403.0,1074.0,,4.2452,2.663,11.5,426.49,5358.0,4.368,True,toi
TOI 6919.01,0.274,0.208,,1.33,,1672.0,918.0,,0.7603,0.363,10.3,138.92,4069.0,4.527,True,toi
TOI 6989.01,0.055,0.036,,0.55,,1847.0,1411.0,,1.4957,1.965,10.4,239.05,4812.0,4.283,True,toi
TOI 6946.01,0.001,0.011,,1.08,,1040.0,507.0,,13.2273,1.676,12.0,598.43,5648.0,4.333,True,toi
TOI 7015.01,0.0,0.009,,1.25,,558.0,208.0,,7.0687,0.515,11.9,164.56,3368.0,4.768,True,toi
TOI 7000.01,0.155,0.039,,1.36,,2864.0,1614.0,,2.7898,3.375,11.5,1238.77,5794.0,3.525,True,toi
TOI 5238.01,0.005,0.011,,0.44,,1377.0,1042.0,,4.8722,2.584,10.6,290.65,5631.0,4.418,True,toi
TOI 6983.01,0.0,0.002,,0.24,,932.0,717.0,,31.1572,5.984,8.8,171.47,6317.0,4.254,True,toi
TOI 6981.01,0.0,0.0,,0.19,,120.0,177.0,,425.4507,2.9473,9.2,25.47,3261.0,4.929,True,toi
TOI 6915.01,0.035,0.01,,0.49,,3053.0,1627.0,,2.4916,1.2,10.0,528.44,8013.0,4.132,True,toi
TOI 7031.01,0.004,0.019,,0.63,,1085.0,835.0,,1.7911,1.3193,12.2,295.8,3718.0,4.621,True,toi
TOI 6939.01,0.108,0.045,,1.22,,2300.0,1512.0,,1.9208,1.448,12.1,862.17,6039.0,4.204,True,toi
TOI 6976.01,0.046,0.015,,0.4,,2676.0,1427.0,,1.7346,1.084,9.2,252.27,6850.0,4.259,True,toi
TOI 6940.01,0.016,0.015,,0.18,,1471.0,1043.0,,0.3053,0.309,10.1,51.77,3338.0,4.852,True,toi
TOI 7149.01,0.0,0.042,,1.01,,679.0,555.0,,2.6521,1.53,12.2,126.13,3247.0,4.88,True,toi
TOI 7096.01,0.1,0.034,,1.03,,2633.0,2079.0,,3.3506,4.633,11.4,999.92,6940.0,3.933,True,toi
TOI 7084.01,0.0,0.002,,0.35,,745.0,600.0,,21.8153,4.087,10.4,217.29,5399.0,4.534,True,toi
TOI 7146.01,0.0,0.007,,0.82,,970.0,684.0,,28.4665,5.958,11.1,544.98,5888.0,4.093,True,toi
TOI 7130.01,0.083,0.023,,0.72,,2864.0,1923.0,,1.2434,1.65,11.8,697.96,6488.0,4.224,True,toi
TOI 7155.01,0.0,0.003,,0.19,,1055.0,914.0,,3.8949,2.171,10.3,144.75,4718.0,4.663,True,toi
TOI 7110.01,0.01,0.013,,1.18,,1595.0,781.0,,8.8183,2.169,12.3,1165.55,6052.0,3.962,True,toi
TOI 7137.01,0.244,0.304,,1.71,,1490.0,1232.0,,1.253,1.083,10.9,196.59,4220.0,4.507,True,toi
TOI 7106.01,0.083,0.039,,1.22,,2221.0,1669.0,,2.7946,2.978,12.4,1072.23,6345.0,4.151,True,toi
TOI 7166.01,0.0,0.0,,0.19,,344.0,265.0,,12.9228,1.598,10.6,35.42,3166.0,5.025,True,toi
TOI 7086.01,0.198,0.057,,1.06,,2616.0,1662.0,,1.0092,1.472,11.9,652.14,5491.0,4.166,True,toi
TOI 7134.01,0.209,0.061,,1.61,,2737.0,0.0,,3.59,3.434,11.0,937.87,6224.0,3.602,True,toi
TOI 7111.01,0.01,0.017,,1.0,,1514.0,887.0,,7.0634,2.056,11.9,741.72,6354.0,4.282,True,toi
TOI 7064.01,0.0,0.001,,0.19,,847.0,554.0,,61.5556,6.996,7.7,144.58,6298.0,4.018,True,toi
TOI 7071.01,0.019,0.006,,0.23,,3093.0,3012.0,,5.5334,6.74,8.4,325.15,10409.0,4.149,True,toi
TOI 7070.01,0.011,0.008,,0.27,,1891.0,1284.0,,4.4564,3.316,8.5,195.39,5658.0,3.928,True,toi
TOI 7156.01,0.002,0.033,,1.05,,902.0,366.0,,1.93,0.37,12.2,181.37,3554.0,4.775,True,toi
TOI 7144.01,0.136,0.026,,0.6,,3351.0,2147.0,,0.5289,1.087,11.5,625.68,5740.0,4.197,True,toi
TOI 7075.01,,,,0.89,,,1141.0,,2.812,1.647,12.0,512.03,,,True,toi
TOI 7067.01,0.0,0.01,,1.19,,869.0,669.0,,15.3574,3.5894,13.3,872.34,5462.0,4.493,True,toi
TOI 7095.01,0.14,0.038,,1.23,,2738.0,2179.0,,4.6746,8.627,10.8,1078.06,5759.0,3.292,True,toi
TOI 7151.01,0.002,0.005,,0.32,,1384.0,1255.0,,7.1467,3.913,10.6,350.87,6252.0,4.397,True,toi
TOI 6933.01,0.025,0.025,,1.08,,1712.0,1141.0,,9.7655,5.01,10.8,737.07,5887.0,3.725,True,toi
TOI 6979.01,0.001,0.005,,0.32,,1092.0,840.0,,8.7547,3.4644,10.3,214.75,5888.0,4.569,True,toi
TOI 7001.01,0.0,0.003,,1.18,,516.0,301.0,,16.3476,1.873,12.5,,3662.0,4.607,True,toi
TOI 6962.01,0.0,0.003,,0.41,,909.0,699.0,,21.9904,3.8732,9.9,256.01,5294.0,4.147,True,toi
TOI 6931.01,0.111,0.035,,1.07,,2628.0,1784.0,,2.2184,2.773,11.8,968.62,6307.0,3.98,True,toi
TOI 2392.03,0.002,0.002,,0.22,,1572.0,1210.0,,9.1696,4.9228,9.6,325.61,6245.0,4.029,True,toi
TOI 5624.03,0.0,0.004,,0.2,,1014.0,873.0,,7.8854,3.083,8.9,101.91,5342.0,4.568,True,toi
TOI 6961.01,0.0,0.004,,0.35,,1001.0,770.0,,17.2367,5.5297,10.1,271.53,5911.0,4.336,True,toi
TOI 6963.01,0.002,0.041,,0.81,,841.0,647.0,,8.8349,6.2443,9.4,159.24,3303.0,3.847,True,toi
TOI 6964.01,0.003,0.006,,0.28,,1366.0,1051.0,,4.7646,0.9332,8.9,131.53,5432.0,4.375,True,toi
TOI 6959.01,0.023,0.035,,1.13,,1500.0,1154.0,,3.1382,2.7307,13.0,804.64,5210.0,4.373,True,toi
TOI 6902.01,0.0,0.013,,0.26,,916.0,705.0,,36.4359,9.2523,5.0,34.01,6597.0,4.283,True,toi
TOI 7006.01,0.0,0.002,,0.87,,558.0,422.0,,51.9121,4.975,11.5,339.35,5437.0,4.548,True,toi
TOI 6969.01,0.16,0.052,,1.04,,2641.0,2031.0,,1.5142,1.719,11.5,658.74,6616.0,4.291,True,toi
TOI 6935.01,0.011,0.038,,0.85,,1183.0,999.0,,1.763,1.849,12.5,358.43,3958.0,4.594,True,toi
TOI 6996.01,0.058,0.02,,0.54,,2461.0,1890.0,,0.9603,1.497,11.9,564.39,5708.0,4.377,True,toi
TOI 7026.01,0.0,0.0,,0.49,,404.0,275.0,,65.558,4.167,11.2,228.15,4340.0,4.535,True,toi
TOI 6967.01,0.012,0.009,,0.48,,1790.0,1377.0,,4.7336,3.2089,10.6,477.3,5496.0,3.932,True,toi
TOI 4499.02,0.002,0.004,,0.19,,1443.0,1219.0,,5.5388,3.163,9.3,175.74,6111.0,4.425,True,toi
TOI 6982.01,0.0,0.006,,1.05,,628.0,211.0,,59.8474,4.3697,10.2,245.96,5765.0,4.375,True,toi
TOI 5624.02,0.003,0.007,,0.2,,1344.0,1108.0,,3.3904,2.168,8.9,101.91,5342.0,4.568,True,toi
TOI 6923.01,0.005,0.032,,1.02,,1121.0,935.0,,6.7275,2.944,11.5,377.68,5221.0,4.441,True,toi
TOI 7004.01,0.011,0.013,,0.88,,1619.0,1108.0,,9.8163,5.37,11.6,948.2,5756.0,3.774,True,toi
TOI 6911.01,0.002,0.004,,0.25,,1528.0,1228.0,,16.2522,8.194,8.2,219.07,6696.0,3.891,True,toi
TOI 6910.01,0.074,0.063,,1.27,,1770.0,1362.0,,2.514,3.3867,12.6,773.9,5585.0,4.349,True,toi
TOI 7007.01,0.072,0.017,,0.54,,3378.0,3124.0,,1.5343,3.271,11.3,625.98,8194.0,4.281,True,toi
TOI 6978.01,0.0,0.002,,0.09,,845.0,650.0,,9.1258,3.173,6.1,23.61,4747.0,4.568,True,toi
TOI 1899.01,0.0,0.004,,1.09,,439.0,324.0,,29.0902,4.677,10.5,128.44,3854.0,4.636,True,toi
TOI 6995.01,0.02,0.021,,1.01,,1724.0,971.0,,9.9445,3.171,10.6,630.15,6576.0,3.93,True,toi
TOI 6951.01,0.107,0.063,,1.62,,2063.0,1508.0,,3.728,3.303,12.3,1030.88,6514.0,4.167,True,toi
TOI 6971.01,0.616,0.199,,1.22,,2615.0,2011.0,,4.1867,6.5544,7.8,231.05,6309.0,3.621,True,toi
TOI 6942.01,0.003,0.018,,0.7,,1137.0,952.0,,11.2321,2.549,10.1,255.34,6234.0,4.472,True,toi
TOI 6917.01,0.007,0.014,,0.82,,1442.0,1221.0,,9.7717,5.281,11.8,820.38,6519.0,4.232,True,toi
TOI 6969.02,0.038,0.033,,1.02,,1829.0,1407.0,,4.5566,2.7966,11.5,658.74,6616.0,4.291,True,toi
TOI 6928.01,0.051,0.049,,1.23,,1756.0,1474.0,,3.8978,3.523,12.3,803.5,6280.0,4.345,True,toi
TOI 6958.01,0.001,0.034,,1.22,,864.0,665.0,,5.9816,2.5574,12.2,338.37,4403.0,4.628,True,toi
TOI 7009.01,0.002,0.008,,0.36,,1148.0,710.0,,2.3207,0.969,11.0,184.12,4231.0,4.608,True,toi
TOI 7019.01,0.0,0.002,,0.7,,610.0,534.0,,48.2591,6.299,11.7,434.18,5936.0,4.608,True,toi
TOI 6898.01,0.0,0.002,,0.3,,559.0,430.0,,18.1071,3.4544,8.6,57.17,4024.0,4.575,True,toi
TOI 6970.01,0.0,0.012,,1.03,,898.0,691.0,,11.7144,3.5132,12.7,587.91,5165.0,4.483,True,toi
TOI 6949.01,0.054,0.028,,1.02,,2203.0,1796.0,,3.2233,3.185,12.4,1116.31,7164.0,4.328,True,toi
TOI 6985.01,0.0,0.0,,0.31,,221.0,170.0,,748.7146,6.6689,7.1,46.22,5235.0,4.534,True,toi
TOI 7020.01,0.062,0.022,,0.93,,2580.0,1156.0,,3.1642,1.115,10.6,661.23,6975.0,4.011,True,toi
TOI 7066.01,0.0,0.005,,0.66,,664.0,511.0,,13.2341,2.3705,11.8,338.39,5025.0,4.883,True,toi
TOI 7163.01,0.001,0.011,,0.38,,1043.0,832.0,,5.3914,1.995,9.9,137.3,5179.0,4.678,True,toi
TOI 7093.01,0.287,0.111,,1.63,,2571.0,1599.0,,2.8372,1.904,11.0,566.04,7980.0,4.347,True,toi
TOI 7113.01,0.081,0.073,,1.41,,1751.0,1282.0,,4.6352,3.856,11.3,561.59,5691.0,4.05,True,toi
TOI 7089.01,0.076,0.012,,0.52,,5631.0,0.0,,1.5852,1.137,9.2,599.17,11678.0,4.052,True,toi
TOI 7159.01,,,,,,,0.0,,8.8922,3.709,11.3,900.7,,,True,toi
TOI 7116.01,0.0,0.012,,0.9,,840.0,641.0,,18.9439,4.108,11.2,346.75,5583.0,4.474,True,toi
TOI 4317.01,0.0,0.0,,0.35,,249.0,192.0,,358.2825,4.1417,8.4,67.37,4354.0,4.396,True,toi
TOI 7142.01,0.012,0.048,,1.43,,1217.0,887.0,,6.5433,3.114,12.1,557.43,5295.0,4.342,True,toi
TOI 7102.01,0.133,0.029,,1.04,,3417.0,1996.0,,1.1838,1.307,12.2,1086.14,7433.0,4.218,True,toi
TOI 7082.01,0.001,0.065,,1.06,,726.0,585.0,,2.2532,1.118,11.9,101.89,3340.0,4.899,True,toi
TOI 7119.01,,,,1.37,,,0.0,,2.5933,3.253,10.9,563.41,6258.0,,True,toi
TOI 7105.01,0.001,0.009,,0.88,,1074.0,758.0,,17.0548,4.555,11.8,587.48,5769.0,4.171,True,toi
TOI 7072.01,0.22,0.043,,0.58,,3401.0,2274.0,,0.8119,0.909,9.0,235.22,6019.0,4.016,True,toi
TOI 7131.01,,,,,,,0.0,,5.3296,3.713,11.8,1147.25,,,True,toi
