Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
TOI 2149.01,,,,0.49,,3448.0,1645.0,,0.5842,0.559,,222.25,6020.0,4.183,True,toi
TOI 2147.01,0.001,0.019,,0.91,,953.0,733.0,,26.205,5.8635,9.8,282.11,6115.0,4.247,True,toi
TOI 2145.01,0.139,0.102,,1.09,,1895.0,1327.0,,10.2611,7.369,7.8,224.73,6202.0,3.626,True,toi
TOI 2164.01,,,,1.1,,,1886.0,,1.0933,1.975,9.5,529.49,5274.0,,True,toi
TOI 2165.01,0.743,0.126,,1.25,,4160.0,3042.0,,0.95,2.544,10.1,557.36,7421.0,4.001,True,toi
TOI 2142.01,0.0,0.001,,0.14,,486.0,374.0,,9.3004,2.351,8.8,27.75,3472.0,4.86,True,toi
TOI 2139.01,0.222,0.154,,1.25,,1825.0,1404.0,,1.4014,1.7043,11.0,298.21,4984.0,4.41,True,toi
TOI 2154.01,0.196,0.152,,1.43,,1867.0,1436.0,,3.8241,2.5173,9.9,296.46,6243.0,4.237,True,toi
TOI 2219.01,0.009,0.026,,1.15,,1330.0,1023.0,,10.1689,4.3884,11.7,687.41,6074.0,4.204,True,toi
TOI 1130.02,0.002,0.018,,0.34,,1004.0,772.0,,4.0686,1.8374,8.4,58.26,4236.0,4.517,True,toi
TOI 2281.01,0.0,0.0,,0.26,,537.0,520.0,,210.6684,10.3866,8.5,179.49,6683.0,4.221,True,toi
TOI 3170.01,,,,,,,1796.0,,1.8923,1.956,11.7,694.99,,,True,toi
TOI 2907.01,,,,,,,1340.0,,3.1686,2.329,11.4,931.38,,,True,toi
TOI 4241.01,,,,1.28,,,1251.0,,3.1119,2.761,12.3,598.0,,,True,toi
TOI 3395.01,,,,,,,1069.0,,3.273,1.551,11.5,440.82,,,True,toi
TOI 3059.01,,,,,,,1345.0,,1.3935,2.809,4.7,,,,True,toi
TOI 4211.01,,,,,,,1835.0,,2.2716,2.741,12.1,1523.53,,,True,toi
TOI 4480.01,0.196,0.046,,1.5,,2998.0,2307.0,,3.8494,2.6908,10.2,788.24,5843.0,3.274,True,toi
TOI 4496.01,,,,,,,1721.0,,1.188,1.322,8.7,264.75,,,True,toi
TOI 2316.01,0.181,0.123,,1.72,,1970.0,1515.0,,3.0959,1.8585,11.3,539.49,6580.0,4.375,True,toi
TOI 2220.01,0.395,0.156,,1.19,,2330.0,1793.0,,1.3927,2.0005,10.4,356.5,5810.0,4.29,True,toi
TOI 2248.01,0.0,0.008,,0.92,,916.0,500.0,,62.1625,4.319,9.9,380.51,7546.0,4.242,True,toi
TOI 2192.01,0.012,0.039,,1.04,,1282.0,986.0,,6.2643,3.8203,11.4,426.48,5349.0,4.296,True,toi
TOI 2199.01,0.042,0.038,,0.77,,1739.0,1337.0,,3.3771,2.4508,10.4,327.6,5615.0,4.219,True,toi
TOI 2294.01,0.0,0.0,,0.33,,408.0,314.0,,340.3877,9.2319,9.1,191.4,6424.0,4.337,True,toi
TOI 2291.01,0.0,0.001,,0.18,,587.0,452.0,,9.4059,1.556,10.0,69.38,3869.0,4.759,True,toi
TOI 2306.01,0.047,0.047,,1.18,,1693.0,1302.0,,2.9906,2.0942,12.2,694.32,5675.0,4.357,True,toi
TOI 2279.01,0.002,0.007,,0.21,,1280.0,1160.0,,3.1434,1.501,8.9,94.19,4962.0,4.551,True,toi
TOI 2315.01,0.244,0.097,,0.89,,2374.0,1826.0,,1.4407,1.8087,10.1,290.44,6265.0,4.392,True,toi
TOI 2213.01,0.01,0.016,,0.84,,1510.0,1162.0,,5.1793,2.6321,12.3,762.66,5846.0,4.297,True,toi
TOI 2274.01,0.001,0.005,,0.16,,1003.0,771.0,,2.6796,0.9029,8.3,48.88,3943.0,4.625,True,toi
TOI 2185.01,0.006,0.025,,0.9,,1234.0,949.0,,7.2148,4.0148,11.7,493.87,5560.0,4.357,True,toi
TOI 1440.02,,,,0.13,,,1239.0,,4.6274,4.6583,8.6,237.15,6550.0,,True,toi
TOI 2272.01,0.004,0.014,,0.46,,1258.0,967.0,,32.8237,15.2374,7.4,179.83,6258.0,3.683,True,toi
TOI 2229.01,0.015,0.013,,0.49,,1823.0,1196.0,,4.9867,2.267,9.8,329.99,6046.0,4.057,True,toi
TOI 2308.01,0.065,0.053,,1.25,,1844.0,1419.0,,3.8687,2.3101,11.5,613.16,6365.0,4.292,True,toi
TOI 2200.01,0.013,0.031,,0.64,,1355.0,1147.0,,2.936,2.118,11.0,251.24,5070.0,4.533,True,toi
TOI 2261.01,,,,0.51,,,1369.0,,1.9011,1.6129,11.2,368.05,5392.0,,True,toi
TOI 2194.01,0.0,0.003,,0.15,,673.0,541.0,,15.3419,2.736,5.9,19.57,4669.0,4.628,True,toi
TOI 2305.01,0.449,0.14,,1.36,,2546.0,1958.0,,0.9189,1.782,11.7,568.3,5582.0,4.3,True,toi
TOI 2240.01,0.012,0.038,,0.48,,1274.0,1763.0,,3.0655,2.483,9.6,123.8,5285.0,4.698,True,toi
TOI 2303.01,0.443,0.081,,1.1,,3637.0,2798.0,,0.7196,1.4747,11.0,643.99,6347.0,4.08,True,toi
TOI 2302.01,0.233,0.143,,0.88,,1924.0,1480.0,,1.3104,1.624,9.8,171.91,5228.0,4.452,True,toi
TOI 2267.01,0.0,0.001,,0.11,,520.0,400.0,,3.495,1.0311,9.5,,3022.0,4.996,True,toi
TOI 2254.01,0.0,0.002,,0.26,,916.0,794.0,,26.458,3.372,8.3,139.08,5700.0,4.17,True,toi
TOI 2188.01,0.049,0.042,,1.27,,1780.0,1369.0,,3.7351,2.4294,12.1,780.14,5797.0,4.183,True,toi
TOI 2234.01,0.17,0.046,,1.2,,2806.0,1111.0,,2.9162,1.481,9.8,558.21,6103.0,3.639,True,toi
TOI 2287.01,0.0,0.003,,0.16,,1169.0,899.0,,11.8121,3.3324,7.7,94.97,6037.0,4.328,True,toi
TOI 2226.01,0.105,0.027,,0.43,,2851.0,1280.0,,0.9018,0.635,8.8,164.42,5801.0,4.188,True,toi
TOI 2212.01,0.007,0.029,,0.8,,1217.0,936.0,,5.1294,2.894,11.2,324.41,5234.0,4.459,True,toi
TOI 2300.02,0.0,0.007,,0.51,,825.0,635.0,,15.4433,3.8493,10.6,221.71,5607.0,4.632,True,toi
TOI 2262.01,0.008,0.003,,0.14,,2472.0,1956.0,,1.4937,2.044,9.7,251.0,6328.0,4.321,True,toi
TOI 2271.01,0.006,0.061,,2.6,,1071.0,642.0,,26.5457,2.582,10.8,543.56,6180.0,4.059,True,toi
TOI 2211.01,0.003,0.006,,0.15,,1374.0,1057.0,,3.0912,1.9715,8.1,70.29,5253.0,4.55,True,toi
TOI 2186.01,0.04,0.043,,1.29,,1665.0,1281.0,,4.4769,2.9719,12.0,771.82,5737.0,4.172,True,toi
TOI 2312.01,,,,0.87,,,1239.0,,3.1857,3.105,11.5,490.31,,,True,toi
TOI 2224.01,0.102,0.025,,0.44,,2780.0,2139.0,,0.5055,0.6482,10.5,290.76,5270.0,4.379,True,toi
TOI 2275.01,0.0,0.0,,0.21,,643.0,494.0,,20.1547,1.3245,9.9,138.03,4863.0,4.631,True,toi
TOI 2297.01,0.0,0.0,,0.17,,656.0,505.0,,22.0488,3.8087,10.2,168.91,4836.0,4.533,True,toi
TOI 1130.01,0.001,0.071,,0.99,,790.0,588.0,,8.35,1.836,8.4,58.26,4236.0,4.517,True,toi
TOI 2278.01,0.0,0.004,,0.17,,854.0,704.0,,1.4663,0.447,10.1,43.58,3412.0,4.901,True,toi
TOI 2104.02,0.0,0.002,,0.12,,983.0,846.0,,5.9044,2.653,8.7,76.74,4907.0,4.622,True,toi
TOI 2218.01,0.644,0.117,,0.91,,3641.0,3243.0,,0.3457,0.648,10.6,330.15,6297.0,4.485,True,toi
TOI 2193.01,0.189,0.105,,1.16,,2075.0,1596.0,,2.1224,1.5855,10.4,337.06,6079.0,4.339,True,toi
TOI 2204.01,0.038,0.049,,0.9,,1544.0,1188.0,,2.2251,2.3679,11.9,414.54,5103.0,4.48,True,toi
TOI 2222.01,0.249,0.1,,1.56,,2412.0,1943.0,,2.2457,3.155,11.9,859.45,6672.0,4.238,True,toi
TOI 2300.01,0.001,0.006,,0.29,,1213.0,933.0,,4.8567,2.5859,10.6,221.71,5607.0,4.632,True,toi
TOI 2249.01,,,,1.22,,,1522.0,,1.2735,1.655,8.9,502.1,4982.0,,True,toi
TOI 2292.01,0.001,0.003,,0.22,,1225.0,894.0,,7.0767,2.444,9.8,204.89,5781.0,4.457,True,toi
TOI 2203.01,0.233,0.133,,1.79,,2074.0,1595.0,,3.0563,3.0708,11.5,701.72,6344.0,4.218,True,toi
TOI 2187.01,0.056,0.046,,1.13,,1817.0,1131.0,,2.7492,1.688,11.9,587.28,5887.0,4.356,True,toi
TOI 2237.01,0.121,0.021,,0.5,,4004.0,2018.0,,0.4964,0.572,10.3,416.13,7000.0,4.327,True,toi
TOI 2282.01,0.003,0.004,,0.25,,1564.0,1203.0,,12.5521,6.8268,8.7,242.63,7020.0,4.095,True,toi
TOI 2290.01,0.014,0.008,,0.11,,1802.0,1387.0,,0.3862,0.9122,9.1,58.09,3863.0,4.68,True,toi
TOI 2235.01,0.002,0.007,,0.73,,1258.0,434.0,,17.1401,1.176,10.1,405.82,6378.0,4.097,True,toi
TOI 2284.01,0.003,0.005,,0.21,,1576.0,1186.0,,4.9707,2.586,9.1,174.93,6109.0,4.334,True,toi
TOI 2217.01,0.047,0.043,,1.05,,1769.0,1361.0,,3.83,4.1745,11.9,699.0,5988.0,4.243,True,toi
TOI 2190.01,0.086,0.094,,1.74,,1655.0,1273.0,,5.3161,4.3527,11.6,677.66,5666.0,4.06,True,toi
TOI 2247.01,,,,1.42,,,0.0,,5.414,4.418,10.0,128.55,6394.0,,True,toi
TOI 2304.01,0.002,0.007,,0.36,,1302.0,1001.0,,9.4071,2.6715,9.4,218.09,6223.0,4.335,True,toi
TOI 2298.01,,,,0.26,,276.0,212.0,,165.2353,7.6412,9.3,84.17,4239.0,4.619,True,toi
TOI 2260.01,0.045,0.01,,0.16,,3015.0,1825.0,,0.3525,0.578,8.7,101.25,5432.0,4.507,True,toi
TOI 2227.01,0.005,0.007,,0.25,,1599.0,1164.0,,4.2218,2.561,9.2,165.44,5763.0,4.286,True,toi
TOI 2184.01,0.039,0.018,,1.2,,2179.0,1676.0,,6.9068,6.6851,10.4,788.32,5721.0,3.45,True,toi
TOI 2236.01,0.184,0.104,,1.27,,2069.0,1349.0,,3.5316,2.689,10.0,355.59,6209.0,4.092,True,toi
TOI 2228.01,0.004,0.007,,0.24,,1421.0,1257.0,,3.363,2.594,9.8,167.24,5420.0,4.503,True,toi
TOI 2195.01,0.021,0.056,,0.8,,1324.0,1019.0,,4.1645,2.0579,9.8,174.27,5296.0,4.457,True,toi
TOI 2283.01,0.003,0.002,,0.05,,1619.0,1245.0,,0.4019,1.578,9.0,49.76,3621.0,4.72,True,toi
TOI 2299.01,,,,0.4,,,298.0,,165.0032,5.0546,7.1,,,4.57,True,toi
TOI 2225.01,,,,0.53,,,1192.0,,3.5776,3.531,12.2,842.39,,,True,toi
TOI 2189.01,0.014,0.035,,1.06,,1334.0,1026.0,,4.4343,2.8961,12.2,542.66,5236.0,4.385,True,toi
TOI 2269.01,0.001,0.003,,0.11,,1157.0,890.0,,1.4206,1.6483,9.9,82.19,3872.0,4.695,True,toi
TOI 2301.01,0.023,0.024,,0.36,,1718.0,2872.0,,6.0542,4.592,7.5,120.22,6187.0,4.096,True,toi
TOI 2296.01,0.0,0.0,,0.16,,410.0,315.0,,139.2632,15.5651,9.3,135.72,5373.0,4.492,True,toi
TOI 2231.01,,,,1.75,,,1141.0,,5.4628,1.274,7.8,174.32,,,True,toi
TOI 2208.01,0.025,0.133,,1.11,,1045.0,804.0,,0.6743,0.901,13.2,181.73,3228.0,4.902,True,toi
TOI 2309.01,0.001,0.005,,0.36,,1069.0,823.0,,20.2656,6.4172,9.3,223.52,6276.0,4.251,True,toi
TOI 2250.01,0.009,0.003,,0.11,,2466.0,2023.0,,0.8153,1.373,9.2,142.09,5729.0,4.475,True,toi
TOI 2286.01,0.0,0.0,,0.33,,565.0,435.0,,179.4032,10.757,9.1,233.51,6863.0,4.279,True,toi
TOI 2251.01,0.014,0.051,,1.62,,1256.0,966.0,,11.5744,6.0494,11.8,711.75,5776.0,4.128,True,toi
TOI 2269.02,0.0,0.002,,0.13,,919.0,682.0,,2.8411,1.174,9.9,82.19,3872.0,4.695,True,toi
TOI 2232.01,,,,,,,0.0,,11.4596,0.956,8.9,564.55,6491.0,,True,toi
TOI 1692.02,0.0,0.009,,0.65,,969.0,793.0,,32.208,7.52,10.0,341.12,6554.0,4.243,True,toi
TOI 2241.01,,,,1.94,,,1023.0,,3.3243,2.337,8.5,,,,True,toi
TOI 2307.01,0.105,0.074,,1.27,,1877.0,1444.0,,2.682,1.8239,11.2,470.16,5604.0,4.216,True,toi
TOI 2252.01,0.012,0.01,,0.78,,1847.0,1421.0,,12.3796,3.3315,10.2,713.88,6582.0,3.685,True,toi
TOI 2293.01,0.0,0.002,,0.19,,654.0,503.0,,6.0683,1.9826,9.6,62.76,3668.0,4.738,True,toi
TOI 2196.01,0.03,0.013,,0.31,,2237.0,1721.0,,1.1954,1.5752,10.3,259.95,5728.0,4.422,True,toi
TOI 2253.01,0.0,0.001,,0.39,,603.0,464.0,,85.4245,3.6658,8.9,172.28,5697.0,4.217,True,toi
TOI 2259.01,0.005,0.014,,0.49,,1340.0,1031.0,,16.5899,2.1574,7.4,122.86,6690.0,4.106,True,toi
TOI 2258.01,0.007,0.034,,1.3,,1195.0,658.0,,9.68,1.806,11.2,455.41,5980.0,4.386,True,toi
TOI 172.01,0.019,0.033,,0.88,,1484.0,993.0,,9.4769,4.392,9.7,342.83,5759.0,3.946,True,toi
TOI 2273.01,0.0,0.001,,0.19,,757.0,582.0,,46.5711,6.1833,8.0,110.18,6495.0,4.44,True,toi
TOI 2255.01,,,,1.02,,,0.0,,11.9526,2.74,10.7,394.56,6049.0,,True,toi
TOI 2223.01,0.041,0.051,,1.21,,1631.0,1255.0,,6.931,5.2921,11.1,601.92,6192.0,4.11,True,toi
TOI 2285.01,0.0,0.0,,0.14,,373.0,287.0,,27.2672,2.4165,9.0,42.41,3546.0,4.773,True,toi
TOI 2314.01,0.005,0.021,,1.06,,1215.0,935.0,,15.9375,4.5395,10.9,540.27,6140.0,4.122,True,toi
TOI 2264.01,0.0,0.0,,0.37,,485.0,373.0,,121.3343,6.1862,9.7,189.22,6140.0,4.542,True,toi
TOI 2214.01,,,,,,,1629.0,,2.4156,2.837,11.6,571.38,,,True,toi
TOI 2310.01,,,,1.22,,,1186.0,,2.9432,2.501,11.6,,,,True,toi
TOI 2198.01,0.249,0.144,,1.65,,2060.0,1584.0,,4.955,5.9565,10.3,523.76,6282.0,3.929,True,toi
TOI 2230.01,,,,1.91,,,1273.0,,1.7922,1.797,9.4,713.6,4884.0,,True,toi
TOI 2201.01,0.127,0.037,,0.59,,2724.0,2547.0,,1.3478,1.112,9.4,252.5,6252.0,4.187,True,toi
TOI 2244.01,,,,1.15,,,612.0,,5.4638,1.036,,174.32,,,True,toi
TOI 1706.02,0.0,0.001,,0.14,,1162.0,951.0,,7.4058,2.698,9.5,161.18,5617.0,4.466,True,toi
TOI 2277.01,,,,0.3,,837.0,644.0,,101.951,12.4042,7.2,156.78,6358.0,3.766,True,toi
TOI 2265.01,,,,0.22,,,2143.0,,0.8294,0.5583,8.0,88.08,5952.0,,True,toi
TOI 2205.01,0.062,0.097,,1.27,,1357.0,1044.0,,0.8891,1.2094,12.9,409.03,3653.0,4.61,True,toi
TOI 2239.01,,,,1.69,,,308.0,,92.1951,4.206,9.4,454.1,5031.0,,True,toi
TOI 2246.01,0.009,0.005,,0.18,,2129.0,1927.0,,2.9663,4.44,9.0,226.06,6025.0,4.083,True,toi
TOI 2210.01,0.001,0.018,,1.05,,878.0,676.0,,12.7847,4.8534,12.2,483.23,5432.0,4.571,True,toi
TOI 117.01,0.165,0.078,,1.47,,2156.0,1658.0,,3.5863,3.3711,10.9,603.96,5705.0,3.843,True,toi
TOI 2207.01,0.029,0.046,,0.98,,1531.0,1178.0,,8.0017,4.6707,10.1,373.35,6146.0,4.121,True,toi
TOI 2243.01,,,,,,,1489.0,,5.4142,4.428,,128.55,,,True,toi
TOI 2016.01,0.001,0.007,,0.27,,1046.0,850.0,,6.8161,2.718,9.2,115.83,5175.0,4.535,True,toi
TOI 2197.01,0.215,0.188,,1.17,,1817.0,1386.0,,4.9546,3.639,8.4,162.3,6562.0,4.237,True,toi
TOI 2256.01,,,,0.2,,,667.0,,13.9614,4.5539,9.1,117.89,5271.0,,True,toi
TOI 2288.01,0.0,0.002,,0.25,,674.0,519.0,,8.9172,2.6427,10.7,132.91,4066.0,4.678,True,toi
TOI 2233.01,0.256,0.231,,1.04,,1712.0,1317.0,,2.5088,1.2523,9.6,193.01,5226.0,4.278,True,toi
TOI 2311.01,,,,0.8,,,1350.0,,1.5934,1.7733,10.8,264.87,5104.0,,True,toi
TOI 2269.03,0.0,0.001,,0.16,,596.0,458.0,,10.4029,1.3722,9.9,82.19,3872.0,4.695,True,toi
TOI 2295.01,0.0,0.005,,0.68,,718.0,709.0,,60.0663,2.409,8.1,126.28,5660.0,4.105,True,toi
TOI 2206.01,0.091,0.169,,0.94,,1395.0,1073.0,,1.769,1.0173,9.2,91.3,4683.0,4.621,True,toi
TOI 2238.01,0.006,0.004,,0.21,,1950.0,1464.0,,3.3905,2.878,9.8,285.78,6114.0,4.188,True,toi
TOI 2245.01,0.019,0.013,,0.37,,1888.0,1530.0,,3.7981,3.914,9.5,264.84,5918.0,4.112,True,toi
TOI 2215.01,0.001,0.009,,0.26,,977.0,751.0,,5.7772,2.5634,8.5,70.9,4792.0,4.598,True,toi
TOI 2289.01,0.0,0.001,,0.3,,590.0,454.0,,63.3955,5.1296,9.0,139.62,5717.0,4.434,True,toi
TOI 2266.01,0.0,0.003,,0.18,,654.0,503.0,,2.3263,1.2195,11.0,51.6,3244.0,4.972,True,toi
TOI 1573.01,0.013,0.109,,1.17,,1083.0,581.0,,21.2165,3.045,6.8,78.09,5969.0,4.098,True,toi
TOI 2209.01,0.057,0.057,,1.22,,1698.0,1306.0,,3.4391,3.3616,12.0,626.48,5684.0,4.274,True,toi
TOI 2216.01,0.01,0.012,,0.56,,1642.0,1263.0,,5.6807,4.1094,11.2,563.62,6283.0,4.244,True,toi
TOI 2191.01,0.047,0.06,,1.37,,1606.0,1235.0,,4.0115,2.2686,11.9,596.39,5899.0,4.354,True,toi
TOI 2268.01,0.001,0.004,,0.28,,1323.0,1018.0,,7.1566,1.219,9.3,174.0,5910.0,4.36,True,toi
TOI 2242.01,0.038,0.021,,0.61,,2088.0,1485.0,,6.5314,5.713,9.2,349.48,6037.0,3.663,True,toi
TOI 5407.01,0.034,0.037,,1.25,,1699.0,1264.0,,5.4683,3.251,12.1,867.11,6607.0,4.31,True,toi
TOI 2911.01,,,,0.98,,,922.0,,1.7701,1.6631,11.4,181.1,3536.0,,True,toi
TOI 2910.01,,,,,,,1223.0,,3.3081,4.0947,12.0,842.93,,,True,toi
TOI 4074.01,,,,1.43,,,1580.0,,3.2175,3.2,,885.18,7932.0,,True,toi
TOI 3154.01,,,,1.17,,,1477.0,,4.0334,4.4146,12.1,1165.06,7458.0,,True,toi
TOI 3741.01,,,,1.69,,,1400.0,,2.045,2.763,,452.15,,,True,toi
TOI 7138.01,0.067,0.022,,1.44,,2769.0,983.0,,5.415,1.24,11.2,1154.79,7979.0,3.843,True,toi
TOI 7133.01,0.075,0.032,,1.07,,2318.0,1663.0,,3.8282,3.891,11.5,884.21,6455.0,3.93,True,toi
TOI 7127.01,0.153,0.048,,1.19,,2736.0,2045.0,,3.3684,4.63,11.0,833.54,6902.0,3.852,True,toi
TOI 2384.01,0.012,0.082,,1.04,,1039.0,800.0,,2.1357,1.9116,11.1,191.51,3712.0,4.596,True,toi
TOI 2364.01,,,,0.85,,1328.0,1117.0,,4.0198,,10.4,219.61,5216.0,4.443,True,toi
TOI 2329.01,0.014,0.035,,0.96,,1344.0,925.0,,6.5347,3.304,10.7,333.7,5218.0,4.141,True,toi
TOI 306.01,0.05,0.055,,1.01,,1667.0,1374.0,,4.6027,4.023,10.9,436.1,5909.0,4.213,True,toi
TOI 2388.01,,,,,,,1652.0,,1.3443,4.6777,7.8,,,,True,toi
TOI 2350.01,0.004,0.025,,0.67,,1147.0,993.0,,8.6252,2.704,9.6,185.51,5484.0,4.353,True,toi
TOI 2344.01,0.017,0.018,,0.96,,1689.0,1094.0,,8.313,4.171,11.3,802.88,5929.0,3.855,True,toi
TOI 2333.01,0.004,0.01,,0.78,,1369.0,1067.0,,14.2198,6.416,11.5,817.87,6115.0,3.972,True,toi
TOI 2339.01,0.027,0.028,,1.07,,1687.0,1298.0,,9.7728,7.4908,10.9,753.74,5637.0,3.664,True,toi
TOI 2351.01,0.069,0.106,,1.86,,1518.0,944.0,,5.2525,1.828,11.1,457.57,5728.0,4.239,True,toi
TOI 2348.01,0.041,0.012,,0.45,,2828.0,1613.0,,1.2044,1.047,10.8,487.85,6595.0,4.299,True,toi
TOI 2382.01,0.057,0.051,,1.14,,1776.0,1366.0,,4.6612,2.1409,10.6,434.92,5949.0,4.11,True,toi
TOI 191.01,0.033,0.199,,1.14,,1138.0,1059.0,,8.1587,4.288,8.1,89.96,5589.0,4.437,True,toi
TOI 2359.01,0.322,0.133,,1.65,,2327.0,1802.0,,5.1858,7.191,9.9,594.27,6130.0,3.64,True,toi
TOI 2371.01,0.044,0.059,,1.15,,1576.0,1253.0,,4.8984,3.752,11.1,471.15,5774.0,4.228,True,toi
TOI 2325.01,0.074,0.048,,0.8,,2007.0,1415.0,,4.2699,1.509,8.8,223.85,6580.0,4.156,True,toi
TOI 2381.01,0.041,0.084,,1.61,,1402.0,1079.0,,5.0451,1.855,11.1,422.15,5366.0,4.273,True,toi
TOI 2377.01,0.043,0.138,,1.49,,1215.0,935.0,,1.6767,1.5287,12.2,288.64,4155.0,4.662,True,toi
TOI 2357.01,0.032,0.038,,1.09,,1659.0,1047.0,,7.0925,2.869,10.6,503.54,6493.0,4.166,True,toi
TOI 2330.01,0.141,0.076,,1.04,,2079.0,1586.0,,2.2088,2.544,10.9,416.78,5960.0,4.272,True,toi
TOI 2355.01,0.037,0.013,,0.37,,2486.0,2228.0,,1.271,2.335,11.0,418.25,6296.0,4.394,True,toi
TOI 2340.01,0.026,0.034,,0.54,,1533.0,1215.0,,1.6472,1.033,10.4,179.0,5027.0,4.637,True,toi
TOI 2390.01,0.075,0.021,,0.76,,2831.0,2178.0,,2.1193,1.5061,10.6,659.2,6639.0,3.983,True,toi
TOI 2353.01,0.011,0.007,,0.56,,1994.0,1534.0,,5.7518,3.049,11.1,723.39,6510.0,3.974,True,toi
TOI 2343.01,0.019,0.015,,0.6,,1811.0,1215.0,,3.2553,2.061,11.3,511.21,5927.0,4.276,True,toi
TOI 2368.01,0.011,0.049,,0.96,,1184.0,810.0,,5.175,1.715,10.3,210.91,5177.0,4.481,True,toi
TOI 2358.01,0.204,0.062,,1.17,,2702.0,1361.0,,1.1258,0.374,10.7,395.05,6423.0,4.361,True,toi
TOI 2341.01,0.036,0.07,,0.77,,1279.0,630.0,,0.8774,0.472,10.4,121.43,3495.0,4.637,True,toi
TOI 2337.01,,,,1.03,,,1272.0,,2.9943,6.9172,9.7,536.05,4784.0,,True,toi
TOI 2324.01,0.07,0.017,,0.23,,3051.0,3265.0,,1.0362,2.93,8.3,165.16,6413.0,4.195,True,toi
TOI 2367.01,0.031,0.069,,1.29,,1408.0,1186.0,,5.7498,3.734,11.4,467.52,6046.0,4.424,True,toi
TOI 2346.01,0.18,0.121,,1.33,,1978.0,1715.0,,3.3312,3.705,10.7,437.48,6605.0,4.333,True,toi
TOI 2362.01,0.022,0.035,,1.2,,1527.0,1174.0,,6.9444,2.7056,11.4,634.03,6105.0,4.195,True,toi
TOI 2335.01,0.04,0.018,,0.55,,2260.0,1350.0,,1.4492,1.104,11.3,439.75,6005.0,4.387,True,toi
TOI 2389.01,0.03,0.035,,0.94,,1606.0,1235.0,,2.3372,1.4487,12.2,526.59,5392.0,4.493,True,toi
TOI 2380.01,0.426,0.208,,1.58,,2172.0,1671.0,,5.2154,5.5896,8.8,275.59,6067.0,3.734,True,toi
TOI 2374.01,0.007,0.042,,0.72,,1125.0,755.0,,4.3136,1.709,9.8,134.65,4789.0,4.521,True,toi
TOI 2365.01,0.072,0.016,,0.54,,3047.0,1227.0,,0.6598,0.367,10.8,415.14,5832.0,4.265,True,toi
TOI 2391.01,0.056,0.085,,1.92,,1514.0,1164.0,,7.837,6.8077,11.8,859.51,5494.0,3.93,True,toi
TOI 2356.01,0.006,0.006,,0.31,,1762.0,1473.0,,3.6627,3.096,10.9,415.04,6150.0,4.331,True,toi
TOI 2372.01,0.956,0.164,,2.41,,3744.0,2880.0,,1.1792,1.7572,11.4,1092.91,6127.0,3.671,True,toi
TOI 2383.01,0.341,0.4,,1.99,,1623.0,1290.0,,3.1354,1.438,9.4,174.59,5639.0,4.39,True,toi
TOI 2323.01,0.047,0.011,,0.34,,2929.0,1363.0,,0.9866,0.724,9.3,238.68,5522.0,3.994,True,toi
TOI 2334.01,0.013,0.022,,0.98,,1491.0,875.0,,7.9981,3.047,11.0,593.16,5556.0,3.968,True,toi
TOI 2352.01,0.04,0.024,,0.48,,1997.0,1496.0,,1.6804,1.099,10.0,231.91,5695.0,4.41,True,toi
TOI 2392.01,0.007,0.006,,0.29,,1820.0,1431.0,,5.9124,4.672,9.6,325.61,6245.0,4.029,True,toi
TOI 2322.01,0.0,0.001,,0.17,,595.0,458.0,,20.2255,2.272,8.4,59.86,4465.0,4.596,True,toi
TOI 2363.01,0.061,0.043,,1.21,,1933.0,1434.0,,5.5436,3.879,11.2,721.25,6510.0,4.049,True,toi
TOI 2345.01,0.008,0.006,,0.13,,1709.0,1315.0,,1.0526,1.5288,8.8,81.65,4621.0,4.541,True,toi
TOI 2386.01,0.243,0.157,,1.23,,1962.0,1509.0,,2.7567,2.3809,9.7,252.76,6034.0,4.27,True,toi
TOI 2360.01,0.003,0.028,,1.35,,1065.0,862.0,,22.8452,7.215,11.1,580.19,5963.0,4.082,True,toi
TOI 1873.03,0.001,0.006,,0.28,,1200.0,923.0,,7.0057,3.3182,9.7,182.01,5699.0,4.469,True,toi
TOI 2349.01,0.04,0.114,,2.0,,1321.0,1060.0,,11.5738,6.656,10.9,528.87,5782.0,4.041,True,toi
TOI 2379.01,0.0,0.025,,1.03,,759.0,584.0,,5.4694,1.8077,11.5,211.25,3770.0,4.619,True,toi
TOI 2354.01,0.275,0.046,,0.85,,3777.0,2222.0,,0.511,0.709,11.0,569.65,6095.0,4.128,True,toi
TOI 1928.01,0.145,0.115,,1.32,,1750.0,1346.0,,2.2786,2.1598,10.9,355.51,4927.0,4.18,True,toi
TOI 2331.01,0.0,0.017,,0.67,,773.0,919.0,,4.7151,2.436,11.3,163.36,3798.0,4.674,True,toi
TOI 2387.01,0.02,0.039,,1.11,,1445.0,1112.0,,5.6601,1.5377,10.8,396.31,5814.0,4.31,True,toi
TOI 2328.01,0.0,0.018,,0.9,,842.0,589.0,,17.102,3.357,10.4,231.78,5423.0,4.472,True,toi
TOI 2338.01,0.0,0.017,,1.1,,850.0,537.0,,22.654,3.468,10.7,314.0,5523.0,4.329,True,toi
