draw,stability_prob,dmodel_stability_prob,analytical_stability_prob,params.m_c,params.a_c,params.e_c,params.inc_c,params.Omega_c,params.omega_c,params.M_c,params.m_d,params.a_d,params.e_d,params.inc_d,params.Omega_d,params.omega_d,params.M_d,instability.median,instability.lower,instability.upper,instability.expectation_log_normal,instability.samples,collision_probs.prob_12,collision_probs.prob_23,collision_probs.prob_13
1389,0.5250616669654846,0.056,0.0,1.758129e-05,0.170534,0.30285698,0.0,0.0,-2.348428,1.955759,1.1465388e-05,0.20746407,0.26012704,0.0,0.0,-2.3491952,1.4270015,1108409.292557037,178708.94460159962,121330737.85664196,4080571.5842542183,"[801264.6445630677, 8937412.508197704, 9934660.530509915, 8310250.268502186, 14455543.959909258, 817025.1964154571, 733137.5567819177, 525442.7652268981, 495535.3341338421, 609879.847894209, 10468947.718462953, 1391637.4069493338, 517758.5222039304, 324078.317777681, 12130089.371641574, 1960662.565385807, 621944.8820508844, 874541.8347713886, 31200918.569064, 106028.34357136492, 97028.33735409798, 1438283.0305255959, 1757170.2131752986, 233150.82198139004, 1477712.3226619205, 121567171.46447712, 345005.92060907144, 889458.9806869163, 2561323.023179431, 104829.79645070247, 142395.30463882076, 73115701.32196483, 263836.3767785264, 5258011.57605113, 5663598.725743552, 102549.11661705004, 10394091.677508531, 217607.54496070425, 127028.82879595706, 256193.7636957373, 2382464.4611723996, 402290.2927773134, 125480.54365908474, 341911.2823354347, 230758.82294803477, 135173.24118392167, 157460.88882847654, 124910.38452735782, 701192.1447625553, 9997471.939315824, 204236.54710200496, 9241787.41743082, 2042755.1388699624, 682442.7022619392, 147368.25383962024, 1900052.5450037534, 112602.89150364972, 635667.735905911, 532366.1897286867, 6328330.118709619, 2478077.725795108, 289849692.1247806, 64658441.08152036, 13272689.138632191, 2273239.8162190905, 1251076.928509749, 137948.0768063013, 13448687.212140795, 175938.5103871423, 124666.74935114432, 1341844.7157233935, 143531.65579349993, 30744887.93855762, 2259442.613498324, 145719.31203575444, 3110026.2360825557, 7781785.868375881, 811174.2353043916, 159745.63984145547, 215282.17449317174, 180990.51593764187, 4349815.115528814, 390234.5993332339, 135548.09508283064, 277564.82874823135, 15999633.697350133, 8560938.53505063, 2260081.444600617, 274614.6710529833, 501420.33450597577, 425230.18667016964, 644517.8652191432, 208492.45452377092, 1643522.4567826919, 286996.8050566191, 5623066.064325488, 54709366.33773981, 7738350.480307944, 167067135.66387042, 131106.6557250159]",0.0,0.0,0.0
1390,0.6883968114852905,0.041,0.0,1.7983173e-05,0.1705341,0.2973673,0.0,0.0,-2.3610454,1.9630833,1.1658999e-05,0.20746386,0.25519276,0.0,0.0,-2.362029,1.434753,1192758.3285327293,182302.94538522954,135914613.3971977,4341484.755088888,"[1939290.7453386628, 21833268.21289537, 7024821.040851178, 6654006.803660201, 35822451.03195944, 1911758.2578637712, 1891574.6481317128, 1324652.455653259, 1237088.867333216, 496814.8677627323, 10776106.05907499, 3288019.794260129, 1170805.4838783408, 814699.796357224, 10443241.838152992, 158263.315036963, 1422630.423084865, 2144511.0997760827, 29075070.86695565, 101005.25742842644, 233724.76974105136, 3538137.2722280934, 4514669.966890181, 200514.08769161013, 3699914.8455196233, 316013850.1835874, 90943.5110036877, 2307629.122337229, 6790727.71845072, 247946.87392917354, 363150.1173572, 93060160.22544867, 98877.97055005266, 5256195.887978497, 14532602.829380557, 254065.78655823448, 28304046.7931372, 506104.5340144247, 110093.68255862776, 277318.4880042942, 4313728.487001091, 954129.764372521, 601583.9071674612, 435903.0419945432, 513863.04372185026, 92067.02596090974, 385843.7641944557, 104212.95089260755, 1590115.6600062856, 9524732.524530567, 171983.18275025173, 23277590.22782737, 5200022.012181169, 1697833.358000928, 177334.79545329502, 4842248.039467306, 121442.4890161521, 208369.05422146566, 1294665.856905332, 15496611.430994686, 6227357.498342117, 523223140.296464, 84452807.51804009, 24453779.994347855, 5749066.056354327, 3056606.60291565, 117765.1984707022, 19329906.276756465, 456784.6778945626, 118472.92397641599, 1447827.1622259961, 136360.39959221135, 38020260.225270115, 5431757.844219221, 351082.014784168, 8074373.16601553, 20042527.84228982, 122353.03604116965, 352675.08873070637, 573252.7694140498, 436336.91851031396, 10262962.140483128, 220154.62232335913, 313439.1114695587, 340303.6166483137, 90470.8822840814, 7522247.065968295, 5262354.944317341, 656455.5509222953, 1193926.0700280599, 1043571.9789410027, 1647074.5578950136, 544863.1510961807, 3933349.961252863, 207983.43827726762, 170549.34942413526, 145992235.2768631, 7421781.079317719, 427130014.9023556, 300459.6280727594]",0.0,0.0,0.0
1391,0.4846249520778656,0.058,0.0,1.7967564e-05,0.17053403,0.2983557,0.0,0.0,-2.3599472,1.9632053,1.1637966e-05,0.20746394,0.25606692,0.0,0.0,-2.360946,1.4350581,1173198.54844353,181131.85033913684,131931169.67022406,4274301.083481508,"[1650405.2680519954, 18532824.605065767, 7001606.821475514, 6641821.693578857, 30346148.715596564, 1635249.9517094772, 1591496.9487394441, 1116652.699268406, 1049066.2861172925, 476689.9375885276, 10552724.858282005, 2811026.694230526, 1007880.2417938425, 688557.2186793827, 10173759.061765406, 136006.87217200102, 1296188.5505426861, 1824463.484731573, 29024830.638275106, 97546.34100864585, 198939.71811082066, 2997357.478216324, 3806083.583092354, 193062.57647743245, 3131055.1728130826, 265792716.1640744, 683266.0413840775, 1941011.2974610985, 5693753.2932341965, 211419.62416623897, 306816.2783810986, 92473480.26937157, 528030.4302450129, 5147686.4109950485, 12250123.08637179, 214667.2381377127, 23560498.40403531, 433973.8225815109, 106225.83869844324, 269727.36603819375, 4198486.966595307, 817169.4438482033, 511408.9106774624, 425141.3301105779, 444987.2354034312, 103585.96715347604, 328430.5837052387, 100700.73879923843, 1370647.608470693, 9367830.335136447, 147097.88119854694, 19666747.181149743, 4397468.3233230645, 1440678.073392738, 150952.48458035645, 4084191.1108445446, 118595.47614448397, 178406.16018272555, 1100710.831279618, 13185205.523536777, 5251361.487059645, 516020963.42256385, 83662574.41870333, 24179210.376801535, 4855164.169056283, 2597872.133648654, 114567.87887851684, 19074004.14603512, 383889.7542246895, 114863.02441808164, 1413581.988711106, 131571.28682819358, 37683902.77106511, 4630639.629839489, 298578.32850374613, 6788886.92713366, 16869708.266522825, 104372.90765472826, 305073.04824855085, 478973.4597217551, 371574.38255915995, 8771393.690156043, 185861.15075736723, 268480.4235236987, 327934.74765058624, 103184.62129039995, 7316026.318900418, 4502398.483811506, 558843.4209837542, 1019360.1967688232, 883313.2210526691, 1386758.2855860011, 458473.0326797219, 3354842.5644447673, 199925.09181534097, 143494.55074725483, 122278039.70521191, 7255047.65017471, 360225486.78933716, 257683.5530293285]",0.0,0.0,0.0
1392,0.4554387629032135,0.047,0.0,1.721383e-05,0.17053422,0.30689648,0.0,0.0,-2.3646278,1.9871311,1.1191098e-05,0.20746332,0.26372927,0.0,0.0,-2.3662853,1.4553523,962025.0422273735,169833.09444244814,93017365.05304722,3527309.4748389497,"[472037.1498161823, 5485586.667943631, 6902855.320004063, 6420327.819779562, 8965134.331191055, 488654.5889038789, 414513.94281366933, 293074.00703083345, 290379.794457138, 352836.40555945854, 9349056.0664771, 849186.3118165783, 317409.9060045111, 180302.16588541813, 7976350.1753191585, 1200816.1171033385, 352788.44539901434, 510525.0446403996, 28264502.806277674, 261056.7600414844, 11377167.016642876, 820845.3256797201, 1002215.4515039909, 149130.57351356145, 866003.9745749899, 74257865.49669, 207142.37684805816, 502544.72439843946, 1437817.8471876245, 235521.49305036038, 295585.07429257635, 86626180.32524341, 155080.92512389642, 2665550.469749326, 3333372.258380907, 595058.3276967191, 5778018.349108176, 130013.45807471359, 13162443.553062733, 192484.78476567753, 1393354.4528440943, 244365.70735071317, 140888.9296439574, 203170.75278899286, 143447.29603431965, 93422.08078177836, 91372.10844440295, 9198430.949137121, 435021.2110299636, 8962889.19619464, 147482.21217889257, 5549927.10913423, 1201175.0102031194, 402010.38071475946, 4129119.2621950777, 1098714.5297266743, 1777260.0061335731, 378011.21205379715, 312646.82734172087, 3866762.6599444635, 1415602.1108019718, 179361914.68897846, 40006788.9763195, 7495176.503121141, 1315447.9449960738, 746922.7701607223, 98824.30709688587, 7725802.640095552, 94521.87834173764, 38287471.15079603, 1108415.582676617, 93748.0993960107, 35097650.940802544, 1368825.1367393602, 1485068.9066524038, 1794236.0722349314, 4603123.723575209, 469575.3257575133, 98422.08295049863, 114101.67365799699, 103874.58458888861, 2709404.6564192837, 215342.33593314368, 935316.5518182633, 163626.6503327223, 16287579.573135292, 6788371.851756221, 1381543.2517770263, 159631.83096574928, 295982.2001216977, 242463.05645967144, 356797.81374127744, 116387.16572904131, 985954.2006249968, 168065.6439314119, 3112675.452489154, 31989164.557956733, 6556709.727613905, 103242066.618075, 75800314.5216289]",0.0,0.0,0.0
1393,0.4021947383880615,0.053,0.0,1.7262779e-05,0.17053415,0.30861536,0.0,0.0,-2.3637388,1.9890232,1.1223052e-05,0.20746338,0.26524144,0.0,0.0,-2.3652678,1.4569392,923853.025917049,168993.63863277313,89410222.4299556,3412396.9417923354,"[407769.4714775293, 4740488.169023334, 6076497.259492818, 5824074.427113051, 7742260.22416291, 424718.67861384305, 353188.80233862385, 249725.6279106561, 252421.6343933449, 301376.730255599, 8526196.80445157, 739579.3719174783, 278333.55807457404, 154177.95871537935, 6825857.287654094, 1042473.1885148736, 302565.6857216046, 441147.42743874295, 25228535.12281234, 225850.08816818421, 9768279.049277749, 706856.0144296931, 855716.5016095361, 137316.4221447872, 744833.780191722, 64178695.98114393, 180405.02639603487, 427387.6280120246, 1231920.995713824, 213345.12666175934, 252283.7779704923, 78680933.64676356, 134382.37935771584, 2187883.9886018587, 2859164.9145781747, 505599.6398219204, 4856866.732500821, 113607.75151789414, 11511307.968474643, 182752.63361868748, 1204286.6478012246, 213182.87429016922, 121271.14794153546, 176589.36309814386, 127251.38569012925, 1438913.5289675663, 38610723.520913094, 7893036.867684678, 382613.9025228413, 8246906.894133993, 138961.72375009608, 4766143.547200201, 1032249.2928251829, 348159.384727131, 3875366.894123673, 937618.2729826617, 1508568.4099598487, 327817.1937275086, 269808.91702585097, 3347470.8239476085, 1211766.5998146564, 153804789.34548667, 34408438.14511, 6366367.517284986, 1131573.0525515543, 645145.8408165404, 92875.58375268073, 6557888.192981069, 65000270.7961117, 32489877.719169263, 1026664.9662018077, 596416.2963015446, 32598548.25073055, 1189097.3154277466, 1273707.8701084293, 1530283.502480568, 3933736.025531997, 404986.8712238424, 1396385.9016689747, 95871.99870487239, 162259.11045401113, 2357996.13066077, 183403.9631954369, 860790.5892069573, 141761.47591664287, 15120299.27248006, 6143502.821857378, 1201471.3188894438, 138118.41968297662, 256797.27417057552, 208898.65864323569, 303565.49400123185, 99371.30388601177, 855358.402926677, 152730.73825375485, 2622399.119607808, 27301178.83720167, 5906804.94855627, 88706092.3918876, 68372280.30098653]",0.0,0.0,0.0
1394,0.7146416306495667,0.101,0.07992841075188983,1.7420796e-05,0.17053396,0.2770463,0.0,0.0,-2.3730798,1.9399204,1.10744795e-05,0.20746431,0.23780462,0.0,0.0,-2.3738098,1.4190669,1719997.8845682698,204464.79817192574,276055494.47618914,6379602.931071343,"[3517997.140904688, 175087.48505616823, 7629688.524426521, 7388233.155215227, 71850840.70479673, 4770446.9980600225, 85233782.54086804, 57815374.14332616, 50421868.5118564, 769723.500783624, 11444214.87313613, 112333520.4562344, 36041802.79377444, 33509930.404354736, 11069238.230572712, 5098656.125440468, 1109564.0151384869, 2052301.6968684448, 28529123.80108614, 162691.20370353622, 8690307.676567784, 63193176.10578351, 65062106.05691229, 338315.877869837, 7790883.522308044, 4849365343.749114, 2764905.179527374, 8337026.130220736, 312714672.4289202, 406624.98851264693, 15206016.549480846, 72185799.51393645, 3243595.1258326718, 6329118.729303942, 641301942.7341549, 1105876.047079742, 1583079139.4641173, 16454185.9043975, 178468.6955283622, 397387.52269043017, 5357656.802168242, 1329724.3037777962, 161129.14768146, 577995.1578902124, 2136695.525571722, 111521.12453486315, 14161693.13341421, 173775.9564439801, 45430449.41736, 9652027.26940787, 291720.33295664034, 1010193307.9507923, 21013812.770296715, 15489137.886995, 6007392.004675874, 211483087.10684076, 158116.33377262382, 2761538.8568129893, 26262874.098470777, 568819659.3863819, 36897290.54746264, 382956216.9088823, 65911170.99523384, 20660823.657756373, 246449553.05501768, 46593822.031750895, 164571.75908387182, 18235093.469111923, 20848260.20435458, 168541.61261289063, 1791197.4040669308, 193007.43567534248, 32847818.724879056, 41481753.476232015, 1268115.3674716377, 372633307.286199, 912204535.2736131, 2385492.454872619, 10052568.593098648, 11775271.988362255, 1816655.3429759177, 204340558.246885, 9192068.073771019, 1370183.833756709, 532537.5759651248, 3183154.006923785, 8404925.598437265, 171832403.5359935, 14186705.977511548, 40169608.93671565, 43777704.055903845, 73602947.66969857, 9414624.47159614, 7986418.186409032, 349654.82485966926, 7470237.117658004, 1513006228.1121423, 7983568.803913986, 169248.18716558252, 224201.4920572297]",0.0,0.0,0.0
1395,0.7943421602249146,0.16,0.3124525058563774,1.6961525e-05,0.17053448,0.22926745,0.0,0.0,-2.442042,1.9412022,1.0818238e-05,0.20746343,0.19664691,0.0,0.0,-2.4446218,1.4315791,8770601.816996545,400404.68281469855,4083679271.8479667,29344731.362488203,"[5795137.075177815, 1713287.148424193, 197150.6521670638, 103305.93786449633, 67989510.69073552, 6020235.43390703, 1140984478.2495904, 1556912613.6466198, 1021458009.1967889, 4180823.4675232135, 129435.52846875275, 3270479689.3427806, 937341884.7638055, 441615317.51514417, 27749044.73506459, 13051785.293993654, 3570860.94503742, 1950276.9626205524, 38380843.45531099, 233313.40664202895, 378888298.2624802, 57566818.210216224, 36363189.19706777, 532257.7523490584, 9126212.092802335, 5174549904.607654, 88164244.15007454, 6880482.519911649, 174039432259.3412, 1424217.8685373904, 663146220.5497433, 59571904.45586865, 23802238.76825399, 12121535.500381414, 331405931593.32654, 1852047.9862979548, 288967.2784743061, 188739019.74993038, 295482.23202593, 445917.1934238031, 7253506.2469866015, 99464.95520424993, 367422.5969478434, 772612.3846658008, 94654400.17549488, 371687.2519471775, 888569729.4602348, 291606.9612724118, 92177418.58015138, 15701794.843158571, 408990.88734680245, 2756738185.673955, 26700283.348181665, 14901491.690888919, 6087248.666445425, 20091797592.38695, 212961.36139173296, 4065528.5925488984, 23268542.09212747, 29515836518.3937, 43769202.758381255, 343755.87614487886, 123496271.53758006, 181397.1063187551, 127571.86900436095, 47905025.39283187, 190337.9746260505, 98232.5357809514, 852398539.3058504, 191189.54640307438, 2737915.979025507, 277946.3970879723, 26245782.39398186, 196994.88572634195, 24854196.151944876, 26337007266.355736, 2238362064.1296196, 2889156.3821176765, 602295049.7779783, 34622142.91107791, 3603350.280634832, 98008.23430426045, 142327180.6542662, 2425030.488464759, 586742.896172731, 17101701.0080955, 21780026.08982897, 4336799271.117243, 206745.91018913055, 235871246.92457741, 2530706408.6035886, 5165454831.637754, 7874280.584542308, 11731072.797069613, 171354.9262751052, 53215837.341495216, 1417410523.759668, 10386433.897807462, 1848110.8295849029, 2945868.9285069453]",0.0,0.0,0.0
1396,0.7880975604057312,0.128,0.23092716341201447,1.645833e-05,0.17053437,0.24370523,0.0,0.0,-2.4421592,1.968607,1.0521575e-05,0.20746341,0.20926212,0.0,0.0,-2.4448173,1.4552302,6123176.465859992,333804.0582545205,2337577572.0446296,20944680.747559976,"[2566089.9807916833, 3394842.5169429323, 149566.4412572814, 7577142.560675584, 24773298.78073522, 2959299.580026498, 329825687.6270857, 328673044.8482787, 231916584.74360448, 2256510.724670099, 113604.16322152321, 678545807.4169196, 246120366.38949022, 136449168.64686957, 11964743.617692286, 5008724.723266879, 1811547.0492693188, 812748.2595990738, 15612965.134267058, 175751.99718293815, 261671980.573192, 19601048.032124374, 13038508.452912172, 371291.7058604429, 4451744.219117862, 1051371010.3686837, 74174700.86711194, 3460400.8294912837, 10722151294.025595, 894687.0019436305, 443495154.85993785, 22456471.060562853, 7524513.707586189, 5944340.731531626, 15328712771696.512, 1034935.0537276849, 910299.3990991248, 68021742.5658062, 196069.23122460957, 289943.7882262656, 2994096.180814417, 39886762.730801016, 270533.291855652, 461984.6624539682, 70735993.8293571, 226758.46895765656, 539476522.9606642, 204192.5608979453, 32644475.69809693, 6633694.781750659, 272684.6060833197, 642370042.1965505, 11615817.801638914, 7324148.929220903, 2842503.5158034447, 2855512041.9043894, 151633.3504422038, 2588369.4835183974, 9223003.658022063, 28936436054.734257, 13360017.844847163, 247028.4854196512, 34011950.249802515, 509415.5961198202, 99176.42294118924, 16545465.00174988, 145346.46080052783, 8585689.45929245, 551365926.4601047, 134809.7250452925, 1735651.936003586, 182811.80088924782, 10360975.003206672, 131720.11147861645, 19724434.553329363, 122095837718.47891, 466125539.81275254, 1519909.3635379313, 340554793.2540426, 11245629.623615643, 1728015.8656288025, 58631911.91330128, 45277047.31714772, 1281440.2990171893, 446955.75647043844, 6430573.133697283, 7031181.332153151, 840078318.2457237, 182183.3721299394, 75045974.3882623, 1283063951.1403496, 2304162330.0373473, 4131721.1575453444, 4812031.438220887, 132121.45186186762, 18259332.497301895, 317343239.4342971, 4584034.86899674, 3440976.341237561, 4464437.4310895195]",0.0,0.0,0.0
1397,0.8843739628791809,0.231,0.5220959953695045,1.5708045e-05,0.1705345,0.16257548,0.0,0.0,-2.5866437,1.9882603,9.454302e-06,0.20746316,0.13964032,0.0,0.0,-2.5915139,1.4976497,49072909.71155153,708072.9330996118,19194895641.69738,105560818.05781738,"[37783041756.09206, 8717938.026704874, 4746013.995970389, 7691338.849197567, 544526.7044060244, 10738372462.753147, 85445147090.11812, 763122.7320940909, 12254868.382875107, 634432624.4015843, 52991500.82303146, 9925104971.444859, 1.38542368869394e+16, 5964210.090383134, 174331814008.0832, 563397597.4233526, 45678322.25708622, 21113992.53692413, 119065008528.63397, 148814681.28240764, 877771528.8334372, 28984710281.417107, 91463742654.85823, 232301819.55866784, 6187646.124296904, 98396.45514122686, 256468885.9183163, 88896480352.30403, 20118550563.56821, 271139786.0298085, 1332131349.2213962, 27336060.205529314, 263570200.69980302, 7416113811.100487, 5037180.056979634, 435276.4214317071, 828683.5522563141, 237032.01750914633, 108513794.23367089, 58184502.52841584, 18890074266.75147, 29089818.51354704, 68088603.17493333, 3651837.6727175717, 290875691.2824059, 1783716.8129583308, 7854947.876909524, 131906666.72480386, 9577639165766.191, 27304285588.76303, 392592437.8598877, 26373033490.93834, 164720778234.09396, 11902843046.572556, 672189.6691388795, 342258911963.11145, 225954155.79395965, 756231550.0304283, 484523.86436330806, 15976474530.655756, 29623611097.43521, 41664243.28002408, 228401365121.53644, 149592.3976653311, 18636863.264706034, 186266020025.7742, 161166614.57800353, 62602985.56984432, 1273797055.9444904, 142460417.57087663, 21041200.91119761, 165513905.1620516, 30979581.58532804, 508132.70603869954, 73595695.69821683, 2776858.914330904, 117610977364.806, 2151601.9830104234, 1912474871.275089, 1780099267.625456, 1881947993.6750193, 219553.01581746497, 684201678.2675974, 1163704670.909469, 512665621.55066025, 254901255.94293863, 381289355752.55536, 12040451616.7916, 7002133.478371853, 8527683178.669021, 6098395280.927196, 40752719909.124825, 2443144025.967649, 21717497466.888126, 23095067.95766614, 351503681.7496465, 173624.41831801136, 1199633.6627641032, 6068261.674879495, 231984.11352520634]",0.0,0.0,0.0
1398,0.7195486426353455,0.233,0.4455557553043099,1.6591464e-05,0.17053474,0.19039,0.0,0.0,-2.5723238,2.026163,1.0178276e-05,0.20746258,0.16348732,0.0,0.0,-2.576183,1.5244136,25830102.011287246,598166.4492271538,13275324917.464178,68458462.9839658,"[762542953.3274846, 586425.285384058, 441032.82826955104, 699928.5060662145, 84047208543.08707, 839130805.3422927, 3594443778.876118, 1848898812.9781144, 1089823.074981568, 45986793.75651124, 4316636.6436398085, 85394478759.25473, 2604477889.7931633, 561653.3341755427, 1032999154.7311075, 93510940.14707889, 7116004.312575283, 2520016.051530274, 3330917471.865423, 14161053.609024893, 198982946.70483053, 174219773017.9453, 248462967802.49655, 20032024.00805181, 536591.5605545227, 331776876455.1188, 44542135.955639035, 2060276270.057462, 91409091369.12958, 18908226.864559278, 279320419.04395056, 1978839.00014868, 39469680.76733374, 482766180.52113837, 480963.2338916354, 19033560.99991119, 88843486449.03908, 659277604.7935297, 7193896.297479531, 7840828.94206781, 770397445.5653971, 2336483.332610647, 9135751.655104259, 338935.4596212631, 52923305.34149552, 132932.94965154584, 770270.3124677677, 11691411.208451364, 3663284172.6842074, 2021348844.3495688, 30434324.506097406, 539548208076.6567, 18880502720.25931, 2519341861.246967, 144904758.1464062, 88365541331.27571, 15909667.512088234, 164304354.45985365, 2904580641.0250034, 10315139992664.84, 6238033971.067258, 3418583.142315795, 164615519870.03485, 8016221986.736801, 1094549.4857846957, 8316974970.05541, 12238290.115876632, 4493166.106905128, 325072510.489741, 9783689.824290441, 2106220.9721987215, 15445294.25753779, 2915119.3067438384, 2818509.5053140298, 9605767.793353751, 255304.95710024604, 228249868449.9837, 212672.66339098895, 410535345.41230685, 596574645.6598599, 173903052.77980375, 1255078.8237929705, 180681979.92251447, 139256399.35261184, 52827285.20421269, 37067462.231154285, 1281561196.5882733, 24418640210.968407, 567327.8243535447, 2312922974.582851, 1880547585.1917307, 3347787310.2297473, 703256489.5260363, 2094871462.9415615, 2485496.3986513354, 65020612.34742508, 88615787100.47702, 95830.64385330668, 547253.8952478595, 640521.7762399918]",0.0,0.0,0.0
1399,0.8525800704956055,0.212,0.4039552693949924,1.5898595e-05,0.17053442,0.19685908,0.0,0.0,-2.628293,2.1030674,9.626592e-06,0.20746303,0.16924421,0.0,0.0,-2.6315446,1.5999141,21587831.8874567,562596.7120213251,11254584066.508312,58900177.60770886,"[106124551.70842932, 599920.0958193084, 132238.2468382741, 194962.7653645976, 3021589787.1851454, 119064694.25224167, 5886109342.92403, 2962286964.7135754, 270231.26511284866, 9440031.49359093, 935289.7571094506, 10732044230.696371, 4022675300.8833613, 138051.3000026904, 182855712.1258911, 126667444.13649106, 7660802.750937303, 524487.3491506774, 435093848.5562529, 2988085.244210837, 269898375.42879826, 3826915591.4004526, 1596217455.5049942, 4207455.011409781, 138740.40334492124, 118974990703.15157, 54691692.64473693, 267237334.7847785, 331724274298.7902, 3994289.069530336, 395332732.84730005, 494782.2138553939, 48744855.770685226, 73608978.71216059, 114781.18771936439, 23026398.93142536, 48659983435.3574, 947975277.109256, 1768702.1822489884, 7666430.62776186, 132135045.38176107, 579439.3914806779, 1761545.4532360854, 96757.21493602461, 66102714.50323619, 119737.44466218895, 183224.06805668114, 2437720.0064000976, 622473103.458774, 302987550.0905096, 5443851.82970418, 29537446769.13681, 1016017652.3702779, 361325408.2362885, 130371831.13947494, 539457155199.1784, 3416617.4463262884, 43954445.09453136, 1195865122.9550803, 18878310589.137093, 940760424.6532552, 820874.5344727607, 2301166499.6011786, 902978327.0247616, 311630.66962976055, 2006844248.5252604, 2429692.1456674472, 957936.0280079833, 441184465.9951556, 2488614.9410095117, 496409.860857789, 3754721.728688863, 620011.1860569635, 727456.9095128555, 11031509.453188166, 18209216431.373108, 15966689248.26673, 67964654.50641899, 597614847.460997, 307658372.5837596, 33730109.1533982, 300764.4626235586, 230178516.68251574, 24929164.780894976, 8409444.694594974, 45162286.68533682, 204020141.49604577, 228215178285.28415, 167695.31973189642, 3523943312.5784006, 2959477087.940031, 5383920350.078372, 207948250.2689368, 376195677.52850586, 597710.0476629594, 84175322.83538198, 24415743240.766323, 167107534.83740973, 542534.8092187725, 176139.17938231904]",0.0,0.0,0.0
1400,0.871410608291626,0.125,0.31678702557856575,1.6200212e-05,0.17053457,0.22131397,0.0,0.0,-2.6171005,2.1395054,1.0083102e-05,0.20746249,0.19029252,0.0,0.0,-2.6200247,1.6271052,11881883.572158828,456745.53903739626,5744650609.318353,35706563.752597325,"[8299594.985846707, 711118.9101780284, 324406.4461293409, 198916.0519228454, 89925755.76614094, 9118951.808063697, 2182789380.346219, 1877706157.4055011, 1624651560.378407, 7573953.233789158, 174449.44998085705, 4313325078.257741, 1152009797.406256, 512474314.4716423, 37545599.15912206, 17559927.334653404, 5431420.423295302, 5316322.460831468, 50919136.91413358, 355177.26765825634, 256449829.48675558, 115174353.22978023, 49582241.84550137, 757872.82540835, 11860927.689682437, 5770872938.782861, 52888901.107068285, 9855694.335110703, 174085005207.22986, 1946311.2727053033, 463992058.3369748, 97291224.55959213, 39933031.12409928, 19389232.411792103, 331499878399.02704, 2737170.397255214, 94593.60244453626, 271709434.2954156, 439462.4363098797, 784515.6625191811, 10196415.036010617, 140744.22660341652, 503175.66478722246, 1278111.0529839096, 61427722.18203133, 224079.9667136719, 646347027.4224312, 414694.6952690514, 181302049.335153, 19513411.960209485, 656072.9506558765, 4803926501.684211, 49442216.97910813, 23551299.490925517, 9838510.049291348, 88779841302.9701, 325812.3371899662, 5623597.265839063, 43111215.48614551, 122167501785.1772, 70364678.57789311, 538671.8653926898, 172697754.018455, 25133707.615913153, 196515.05579481693, 61758460.68172666, 275355.5095459493, 182046.90854578573, 602810172.3986908, 286208.0598292058, 5397077.002182316, 425306.3982648749, 50476364.671277955, 303816.14054838824, 12829117.625111407, 26342626504.739975, 2636914353.4421735, 4925428.415612965, 449954372.5735206, 51846891.49524834, 5105362.512667606, 148045.45362808707, 200580154.00228915, 3425544.980593133, 935317.8865029095, 23152875.644117687, 38556393.98809734, 4732210736.644242, 292639.1905281512, 289916451.26268256, 2021381808.891794, 4299071586.69929, 11359030.157242032, 16287314.78379241, 282439.2178586346, 67908236.62087615, 2695874043.2644715, 12913724.074189879, 759490.2073778277, 106622.12869609261]",0.0,0.0,0.0
1401,0.8732477426528931,0.12,0.28363087212511706,1.5583308e-05,0.17053452,0.2232182,0.0,0.0,-2.6042023,2.1279697,9.59309e-06,0.20746249,0.19226076,0.0,0.0,-2.60743,1.6164546,11553328.622317577,448044.4187360744,5728359412.197707,34971135.75307824,"[7789130.8554506805, 462481.38849835773, 301205.74921852036, 193653.24023097174, 82282671.24243873, 8025953.568447749, 2018025680.1298096, 1936865967.551188, 1408532174.5609238, 7013491.630270835, 159151.59555491083, 4286638419.387813, 1164788582.51961, 522361825.0032696, 38522608.75004526, 16681123.01103853, 5333169.305999082, 4655302.1826399015, 51097660.64977501, 306341.06545204367, 158602684.29279938, 104756595.2997854, 46492350.39675455, 740864.4785502595, 11648522.900055936, 5918221308.543666, 31998052.195343487, 8707578.461556984, 15345527609371.008, 1970673.643043138, 287596510.15971863, 87303147.51107407, 35795096.59184024, 18013405.633851614, 118903003071.70302, 2451815.3191458406, 331497520861.88293, 236193511.61383405, 409970.6124264413, 654772.0462953605, 9726530.83600699, 137550.37967886002, 492836.80675121, 1100898.594515342, 37279650.906492166, 145415.16840408053, 397384708.7849595, 396687.5837898458, 165157214.8565744, 19490725.86505249, 562649.0770718642, 4262669264.90378, 43900815.23214451, 20948121.850280236, 8725215.729822582, 12311667781.182737, 278266.7417848233, 5799701.513670572, 38445004.32264782, 20095876890.679596, 62565680.57114373, 534067.2395776915, 171229403.63746512, 21406055.41893624, 185481.2475873219, 57487775.30696494, 240795.73367329824, 152785.94562237232, 359015166.13097537, 260183.72061958685, 4818416.021595606, 383093.29882062593, 45435414.49390081, 292087.69709027116, 8130439.398666265, 10301404178748.844, 2739753835.0363936, 4229642.827428531, 274275807.30497056, 47318585.13311768, 5047543.055445513, 146206.91559373887, 161020578.63974443, 3387738.95481293, 807752.6627518163, 22248757.510847166, 35148680.20098733, 4990728002.478745, 313588.4768913013, 285752852.4044578, 1221810424.6571593, 2613135102.941839, 9856163.315675816, 15009388.846198892, 251355.22527834523, 67281404.14211789, 2437225533.4490457, 13138101.662819978, 483477.1731121993, 101936.97178244097]",0.0,0.0,0.0
