H,Re_Y1,Im_Y1,Re_Y2,Im_Y2,I1,I2,theta1,eb,ec,Delta_pomega,phi1,phi2
-6.126545675500636e-13,-0.0015409123887362558,0.003421800517800208,-0.12447530448650239,0.4924691102934131,7.073743118006116e-13,8.9812917355955e-09,1.9939180777550392,0.3363753411212751,0.296393135707269,0.0032530894363911322,13.890714002052249,13.887460912615857
-6.379796089489458e-13,0.004989318264190903,-0.003443832669783432,0.03505133406524223,-0.5068622486804034,1.8459260987097697e-12,8.985152498640176e-09,-0.6041463150559878,0.33642884378104765,0.2965595063411102,0.023515924112467612,4.651439127616316,4.627923203503848
-8.677308687879443e-13,-0.0006702360577982817,0.0032360007547750785,-0.03856963704070032,0.5055081609407998,5.484920083082042e-13,8.948927453736058e-09,1.7750272635617088,0.33608641336276823,0.2953538270255059,0.0021004363969834294,20.34492238522821,20.342821948831226
-9.164434467548637e-13,0.005447804770994208,-0.0028041164337720514,0.10443620324264037,-0.49605574843341105,1.88543512801511e-12,8.947585177282357e-09,-0.4753573880278221,0.3357603209314176,0.29589848092262994,0.023631603945164947,10.796201982972256,10.772570379027092
-8.467129220498389e-13,-0.0026345025340123074,0.0007399590280279082,-0.1576914534240482,0.4817983000636815,3.7609401265247453e-13,8.947861736354149e-09,2.867775165187123,0.3370379932235333,0.29369765259210007,0.01134552439879144,1.2583618972413633,1.2470163728425718
-5.45261572445567e-13,0.006803108623691401,-0.0037289198411523837,0.03722558162019234,-0.5075180560644743,3.0227354344234296e-12,9.012126536827625e-09,-0.5013986805479614,0.33667358425519633,0.2974939353557306,0.03223450575837372,17.216655748870046,17.18442124311167
-7.650711479992623e-13,-0.002507598668372021,0.0012789128685424388,-0.1050228597673818,0.4950363675705034,3.980242078711277e-13,8.916670828856797e-09,2.6699652029668113,0.33628767447976465,0.29345656437819795,0.010931134736336556,7.648665954065387,7.637734819329051
-6.813351023586369e-13,0.00905422197416744,7.314920313137705e-05,0.22112367398161326,-0.45638611753306546,4.118015781452118e-12,8.953348237509894e-09,0.00807884011541077,0.3358074586339105,0.29617660663766016,0.04064749400410417,-2.00798094209957,-2.048628436103674
-8.445136420508592e-13,-0.003396039852071228,-0.0003299573287695962,-0.20870473227998076,0.462484690870195,5.84771163775347e-13,8.964397985587431e-09,-3.044737220953017,0.33756597644803804,0.29355630045942427,0.01612016149772222,13.718755689590889,13.702635528093166
-8.908441030628926e-13,0.008605190205633415,0.00022397896838918351,0.11828603547663989,-0.49345161320612824,3.7212971227273975e-12,8.964637221856055e-09,0.02602248218896103,0.3372557993297773,0.2943029599349125,0.041952815751270744,4.4914547878446545,4.449501972093384
-8.885500514630917e-13,-0.004477532514756436,-0.0019596823396970963,-0.16603478044884593,0.4790637848979754,1.1997945188388646e-12,8.950709300694698e-09,-2.7290394041780615,0.33817214319979044,0.2919536489853784,0.024382770265827247,-5.03774198211301,-5.062124752378837
-9.274657359480755e-13,0.008500862903389552,0.003120678938210084,0.22962330562742705,-0.4524055962631542,4.117967463903029e-12,8.96137344001881e-09,0.3518279801719963,0.3376211622438304,0.29357531749944227,0.04486247781302932,-14.591549754852336,-14.636412232665364
-6.376078539707716e-13,-0.004088786149278372,-0.002340836138087122,-0.12073334135173668,0.4920612645412912,1.1149758313191164e-12,8.935819386808013e-09,-2.6216381021703246,0.33833744924498144,0.29097178116352024,0.02271355739039782,1.33787573226487,1.3151621748744722
-5.689964865391967e-13,0.008718846315266326,0.002050080654234594,0.1077320616974173,-0.4955721696645238,4.029550067048417e-12,8.952615845112827e-09,0.23093714443735605,0.3380169428898308,0.2924467171324864,0.04478064337523513,10.796735523309279,10.751954879934043
-6.472946709597133e-13,-0.005169792924583824,-0.0042816912079902455,-0.09622893975409412,0.4973665379484434,2.263626307815443e-12,8.934805176119158e-09,-2.4498836608188337,0.3393758175743235,0.28913811060177735,0.029630974191718895,1.3896468880635884,1.3600159138718695
-4.977457001766611e-13,0.01009520484359145,0.001848067551721771,0.07762869803028914,-0.5029212137012355,5.290447865870714e-12,9.01239630107661e-09,0.18105908833824236,0.3391863618610744,0.29336286373585224,0.05113266093544011,17.142988180224492,17.09185551928905
-6.43070725636382e-13,-0.004494740033283197,-0.00191252916300344,0.025619811911962605,0.5054861133273048,1.1986542127877988e-12,8.918676448900345e-09,-2.739295322961932,0.3384693212865248,0.2898821211412624,0.0220811892599051,7.912075332442905,7.889994143183
-7.177478393484279e-13,0.010658582670558024,0.003167260311967882,0.04264465923271325,-0.5048038621478126,6.2096520766044e-12,8.934271223635815e-09,0.28884545456746863,0.3389256467330442,0.29015268341525424,0.05468020891479153,-1.636625023145513,-1.6913052320603046
-6.592586905835495e-13,-0.004823798825097087,-0.0036784816597439517,0.011153486538749277,0.5067514053023351,1.8483488824111025e-12,8.943250959595038e-09,-2.490095505393068,0.33987193830377405,0.2887437086447704,0.02386770480973821,14.16718540898588,14.143317704176141
-6.423451157342536e-13,0.01134880776555781,0.0025545948368748245,-0.11541372680720084,-0.49393597166854986,6.796513351137616e-12,8.955915565580003e-09,0.22140779422179577,0.34086527429963986,0.28787390408463126,0.0527624832454916,4.959570893000977,4.906808409755485
-9.758783343183305e-13,-0.006081130675117763,-0.00344493918132057,0.12427401258134643,0.4912827294196168,2.4535559196078115e-12,8.94306405178894e-09,-2.6261724689918156,0.3405100639133501,0.2875827716650051,0.02547275162221041,-4.4561135603425415,-4.481586311964752
-8.693512349399138e-13,0.009834217688802145,0.0060328163658826634,0.0033993356187966344,-0.5069650296440108,6.6854864570611154e-12,8.949480940152085e-09,0.5502516988129214,0.34128280712930165,0.2867776106950684,0.04986472202303682,11.005479122390966,10.95561440036793
-6.051797891162776e-13,-0.00606666811059933,-0.003686062086057905,0.15253706744288809,0.48281444565534665,2.5315008625131827e-12,8.925409149123102e-09,-2.5956091227170432,0.34036695611635653,0.2869893188623407,0.0236153279763327,1.8846930639123807,1.861077735936048
-6.088699904234729e-13,0.010709521078314287,0.0035217430404156625,-0.1809309771989068,-0.47338154154716616,6.383786547844203e-12,8.939743268923048e-09,0.31770315104344304,0.34167378882172267,0.2856450274862871,0.04427373286887493,-7.474205421574087,-7.518479154442962
-6.426140578252635e-13,-0.007569674488426167,-0.0038035892318191078,0.2115637848214495,0.45966901507803515,3.605059392831697e-12,8.913931021855133e-09,-2.6759652077866503,0.34089189235293904,0.285597725059242,0.02677973391384958,8.294233477899077,8.267453743985227
-6.256075771571381e-13,0.012004139375300834,0.0025358234830982844,-0.2191003167318227,-0.4582026810860962,7.559457133246947e-12,8.97767444791334e-09,0.20818503221980914,0.3426046240586169,0.2859613430903814,0.0491997491964713,-1.1084454928976388,-1.1576452420941101
-6.900419830715029e-13,-0.006982643181997134,-0.002384325821151319,0.32076952205089176,0.39114785194093193,2.734651249825954e-12,8.908356096187722e-09,-2.812541850980732,0.34060817834110557,0.28579597829999576,0.019689154854166002,-10.30215973186405,-10.321848886718215
-7.58917767801763e-13,0.013080507007751868,0.0022023792088839257,-0.30567100151719406,-0.40370815251155456,8.837116858855653e-12,8.92679781816073e-09,0.1668065744784442,0.34289366602773536,0.28296950014320715,0.04629713270734115,5.375688990606788,5.329391857899447
-6.566372167532796e-13,-0.007462030816304475,-0.004299756501855283,0.3072220415691949,0.4028882167598607,3.7254183772942795e-12,8.935932636411355e-09,-2.618843493323935,0.3420409138848901,0.2846761423913496,0.01686947395618521,14.794235310683295,14.777365836727109
-7.893186898794899e-13,0.012854104359222481,0.004227083649646968,-0.3302010405850764,-0.3844219145216103,9.195540194905241e-12,8.940517136802004e-09,0.3177109445103667,0.3442167089016534,0.2813006994116523,0.03569547691210362,5.433725111962189,5.398029635050085
-4.835819538539823e-13,-0.007339501030665513,-0.0029976185340449338,0.4041916101714586,0.30532930512526796,3.157438028789288e-12,8.930965016475469e-09,-2.7538465164490424,0.3417286356159718,0.2849430240757,0.01030261449083536,21.34761103892251,21.337308424431676
-8.204182346210089e-13,0.012592617864368215,0.004660623910086164,-0.34609057711483304,-0.36856901949345827,9.055779233830783e-12,8.900281971346304e-09,0.3544745825064593,0.3437060802548711,0.2801919060105014,0.030655362685162224,11.759531512139471,11.728876149454308
-5.092224065252979e-13,-0.0075383981309886565,-0.002320149735601221,0.42116781220223215,0.28079623235073237,3.125256407710215e-12,8.918929945430319e-09,-2.8430158504861542,0.3414500647135088,0.2848260973769374,0.011420314186234792,2.5573477407025007,2.5459274265162657
