draw,stability_prob,analytical_prob,params.m_c,params.a_c,params.e_c,params.inc_c,params.Omega_c,params.omega_c,params.M_c,params.m_d,params.a_d,params.e_d,params.inc_d,params.Omega_d,params.omega_d,params.M_d,instability.median,instability.lower,instability.upper,instability.expectation_log_normal,instability.samples,collision_probs.prob_12,collision_probs.prob_23,collision_probs.prob_13
3401,0.5553580522537231,0.0,1.8154382e-05,0.17053367,0.30692804,0.0,0.0,-2.174044,1.7048435,1.18000125e-05,0.20746657,0.26325774,0.0,0.0,-2.1738114,1.1902461,1013608.064229113,171218.17198847287,94432431.8274907,3613461.8279644395,"[429503.36387212406, 4780449.930085447, 22071115.350745052, 14171426.313390149, 7929950.8457439365, 441787.35519000294, 376987.92048642033, 269494.76603688917, 266024.67888539017, 319288.35979521694, 133778.67446701557, 767435.254131953, 291805.1642696329, 166455.53706774084, 7048690.6228126995, 1074860.4803862756, 320439.43770414655, 124460.55646112325, 54777485.56229493, 211643.6615643612, 9931896.299625764, 751611.5709652532, 920805.3299226947, 457911.87633704225, 784913.1388065863, 63581727.94201286, 187574.74133604098, 453122.1511996791, 1341382.980179369, 502763.3319184746, 268723.1307458757, 85506069.64142588, 141193.9319396124, 2438963.6108247563, 2956966.0554894977, 546188.8288071383, 5134590.765242461, 120622.6841981002, 239181.55991056102, 247034.45576278356, 1258271.8843749212, 219303.0678368723, 129610.74330883937, 189288.73118491174, 132707.83408169157, 266315.07731195766, 38572555.42564029, 242321.4178953373, 394986.78318286274, 16935005.09206727, 187924.84860188924, 4874840.572468852, 1065939.7665326481, 369957.52904832974, 4571643.021412562, 975267.221515558, 169366.3914353811, 342808.258484342, 282335.92715759587, 3380796.4631768726, 1286329.5748489297, 172103.05663474812, 34495894.1533059, 6554860.05316404, 1180382.5157121613, 670969.4362322, 237278.50129110692, 6770564.660824098, 65226552.99110443, 212427.46181062155, 1489883.877790248, 267892.17437416984, 39962754.41304799, 107694.59647567375, 1305840.7826858242, 1606010.79428437, 4065393.986430716, 427104.94231127104, 92154.4841777424, 106225.6164010749, 94553.22779195837, 2393765.483869159, 199491.8626656483, 1476113.529117641, 152278.3216508599, 23410470.732800115, 16296904.749523778, 1225756.3949184984, 146218.06713943288, 273671.5314286195, 225995.91505046625, 330821.40234787884, 109332.62992576668, 876532.6529229357, 97094.50704447627, 2748787.6408603685, 27909766.178111985, 12361066.502625635, 86221368.3657713, 113544299.43253775]",0.011368419975042343,0.9798102378845215,0.008821357972919941
3275,0.6984132528305054,0.0,1.4428579e-05,0.17053428,0.30890602,0.0,0.0,-2.4405663,2.09556,8.867737e-06,0.20746292,0.2666592,0.0,0.0,-2.4434838,1.5628963,994730.5325464694,173284.8505642625,103038619.10124932,3628369.823374831,"[211103.31270840962, 3007442.331685102, 6102848.549315728, 5978397.02188675, 5029514.991774965, 224812.39676261586, 163736.83120131455, 116767.66607493428, 124722.68486400683, 140908.77701175198, 7156074.743512442, 420023.7082532138, 149677.21441207448, 1590998.1095036806, 4187574.905641348, 602309.3535754016, 141674.583056594, 228134.52770865906, 21975099.78379566, 112702.26510606967, 6315825.277530515, 366094.8549588359, 440106.20769384486, 129253.77550902529, 388969.7525547165, 46694188.87371514, 1763102.648884022, 205283.87440739336, 652324.4216877923, 216734.78064463686, 119341.83623390732, 63900123.245767325, 1455289.2031330469, 1023959.1672321284, 1687864.4755482026, 248038.4766718817, 2706371.7173152617, 791177.9113294703, 8254216.122419286, 116363.70145276222, 673334.8725054248, 107761.72368272798, 3071851.3266119915, 303733.27931146376, 1427852.0017571887, 90973.55074417237, 29003031.123772576, 5033531.496226424, 208555.85854916708, 7608317.611701841, 133064.77569786497, 2683033.268152353, 564191.6111731749, 178222.23459509862, 2720024.958087954, 488746.3817945412, 783901.3502585643, 172570.9007959468, 133243.42627068734, 2072327.1259233425, 645091.315661817, 125682911.8177775, 24739010.08706088, 3765578.533927846, 603940.8412809023, 349968.0985787256, 327797.5831678956, 3840710.6240220917, 42637859.2012275, 21474348.68449351, 671671.3650490962, 90591.7442029437, 28977158.37558961, 694294.0612350181, 700858.4878564315, 823084.9566337008, 2322092.3961143172, 204875.33210961823, 863978.4338713766, 501484.8540333204, 321155.86448574305, 1446057.4801618445, 1352988.8487342168, 796574.0695472115, 191092.2906623414, 14075036.980939973, 6124661.285705063, 697910.16435495, 250020.97791900524, 131979.6638836164, 98355.7725801043, 142441.95586561054, 5187164.247582929, 472867.3609326666, 163402.1931331935, 1398556.3578702677, 18232802.350244306, 5052023.350714499, 68577114.80065432, 61264317.160052896]",0.009361451491713524,0.9830489158630371,0.007589653134346008
